VOC_Date	Ep01	Ep02	Ep03	Ep04	Ep05	Ep06	Ep07	Ep08	Ep09	Ep10	Ep11	Ep12
Alpha_44150	0	0	0	0	0	0	0	0	0	0	0	0
Alpha_44157	0.000286837	0.000286837	0.00022761	0.00022761	0	0	0.000906335	0.000737728	0.000316219	0	0	0
Alpha_44164	0.000525429	0.000525429	0.000722985	0.001208274	0.000485289	0	0.000499487	0.00033088	0.000716074	0	0	0.000483561
Alpha_44171	0	0	0.000231421	0.00071671	0.000485289	0	0	0.000353066	0.000734174	0	0	0.000483561
Alpha_44178	0.000210262	0.000210262	0.000449583	0.000449583	0	0	0.000439638	0.00106942	0.000728982	0	0	0.000259989
Alpha_44185	0.00051513	0.00051513	0.001983476	0.00223037	0	0.000361261	0.001075266	0.000900957	0.000622749	0.000117942	0.000172431	0.000259989
Alpha_44192	0.000768659	0.000547257	0.001321076	0.001414055	0.000142526	0.000573838	0.000923253	0.000660878	0.000554025	0.000113638	0.000417366	0.000384048
Alpha_44199	0.000739376	0.000525841	0.002301599	0.002098596	0.000409263	0.000476883	0.00062645	0.0006284	0.000642484	0.000387507	0.000717872	0.000508486
Alpha_44206	0.000800909	0.000446221	0.00170541	0.001362845	0.000171865	0.00028012	0.000963255	0.000881863	0.00046491	0.000211457	0.000464379	0.000552716
Alpha_44213	0.000765114	0.000558289	0.001641042	0.001420437	9.58E-05	0.000210601	0.001012737	0.001036689	0.000267773	0.000417412	0.000484868	0.000393617
Alpha_44220	0.000929109	0.000755206	0.001088708	0.001124589	0.000369364	0.000361959	0.000908854	0.000868774	0.000326975	0.000517712	0.000768376	0.000369801
Alpha_44227	0.000734895	0.000528728	0.000863789	0.000990471	0.000309932	0.000482812	0.000826718	0.000681496	0.000497947	0.000546689	0.000800204	0.000364812
Alpha_44234	0.000451803	0.000328419	0.001696659	0.001613279	0.000305275	0.000337893	0.000849032	0.000850068	0.000481155	0.000151663	0.000413409	0.000551557
Alpha_44241	0.000796777	0.000658027	0.001211491	0.001029693	0.000268624	0.000301903	0.000853588	0.000834155	0.000565489	0.000117166	0.000436678	0.0003359
Alpha_44248	0.000543372	0.00048166	0.001116479	0.000932108	0.000273455	0.000350647	0.000898143	0.000917652	0.000184807	0.000276179	0.00047775	0.000322645
Alpha_44255	0.000575849	0.000318771	0.001158502	0.000928597	0.000242645	0.000376631	0.001010839	0.00097963	0.000205343	0.000293802	0.00063125	0.000347909
Alpha_44262	0.000847818	0.000642067	0.001042111	0.000906906	0.00031925	0.000403784	0.00102502	0.00094153	0.000298928	0.000312817	0.000617981	0.00051078
Alpha_44269	0.000922727	0.000785648	0.001392686	0.00124232	0.000210301	0.000310708	0.001065614	0.000966653	0.000141012	0.000240369	0.000446414	0.000414714
Alpha_44276	0.000747509	0.000711665	0.001276814	0.001084191	0.000193803	0.000272275	0.001163632	0.001047227	0.000156726	0.000199016	0.000309883	0.000347821
Alpha_44283	0.000821203	0.000797542	0.001146365	0.000821089	0.000193834	0.000361691	0.000631752	0.00049487	0.000151688	0.000298697	0.000573861	0.000324998
Alpha_44290	0.000661695	0.000630242	0.001390544	0.001101989	0.000138664	0.00021469	0.000789422	0.000719797	0.000215227	0.000261021	0.000492115	0.000236287
Alpha_44297	0.000588198	0.000491472	0.001388282	0.001240373	0.000226955	0.000449477	0.001243082	0.001110264	0.000209427	0.000235939	0.000456988	0.000260637
Alpha_44304	0.000868043	0.000697504	0.001139715	0.001030147	0.000174265	0.000347374	0.000998083	0.000863841	0.000176343	0.000200472	0.000384349	0.000379079
Alpha_44311	0.000494459	0.000408688	0.00164902	0.001225099	0.00017051	0.000338431	0.001074794	0.000931656	0.00016318	0.000175679	0.000467388	0.000326269
Alpha_44318	0.000954177	0.000842576	0.001631047	0.00127323	0.000244396	0.000539214	0.001457219	0.001182953	0.00028936	0.000180137	0.000266134	0.00025179
Alpha_44325	0.000731118	0.000589332	0.001467042	0.001340006	0.000287745	0.000595956	0.001040387	0.000914348	0.000256189	0.000186527	0.000357272	0.000388847
Alpha_44332	0.00109881	0.000989747	0.001607477	0.001685092	0.00043307	0.001537475	0.001578111	0.001185144	0.000287219	0.000120874	0.000295329	0.00045488
Alpha_44339	0.001183033	0.001036142	0.002652377	0.002636836	0.00040261	0.000973319	0.001951528	0.001778237	0.000235867	7.77E-05	0.000453756	0.000493707
Alpha_44346	0.000902253	0.000804491	0.003125914	0.00292823	0.000445085	0.000845173	0.00183932	0.00159686	0.000377195	0.00017001	0.000457495	0.000549975
Alpha_44353	0.000837243	0.000675068	0.002051114	0.001966097	0.000489008	0.001507849	0.001092519	0.00103027	0.000374669	0.00015856	0.000503897	0.000693733
Alpha_44360	0.001199254	0.001046896	0.002719521	0.00237561	0.000446742	0.001175982	0.001797997	0.001835677	0.000249905	0.000134052	0.00039966	0.000422312
Alpha_44367	0.001797241	0.00144768	0.003402782	0.003363763	0.000482904	0.000914265	0.002266789	0.001981025	0.000132179	0.000415692	0.000776586	0.000700573
Alpha_44374	0.002871539	0.00224066	0.003825549	0.003285295	0.000661438	0.000815954	0.0032766	0.003006124	0.000235527	0.000436955	0.000597219	0.001053693
Alpha_44381	0.002133709	0.001701243	0.004428222	0.003908131	0.00054226	0.001141379	0.003366579	0.002975406	0.000228944	0.000520539	0.000611125	0.000938412
Alpha_44388	0.000931027	0.000650507	0.001876922	0.001860768	0.000680457	0.002562895	0.001927434	0.001403685	0.000490851	0.000575932	0.000797773	0.000897776
Alpha_44395	0.004181665	0.003266309	0.005713106	0.005257625	0.000707292	0.000718496	0.004420933	0.004230877	0.000738074	0.000546659	0.000695922	0.001017749
Alpha_44402	0.001726695	0.000971937	0.0042669	0.004297699	0.000365562	0.00078819	0.002948938	0.002589592	0.000233633	0.000340144	0.000758538	0.001188822
Alpha_44409	0.003181387	0.003009477	0.008310817	0.00827619	0.000404217	0.000597774	0.006331699	0.005895506	0.000530181	0.000462314	0.000597837	0.001130474
Alpha_44416	0.002887765	0.001803948	0.003305862	0.003099078	0.000592091	0.000640868	0.002937277	0.002376132	0.000195572	0.000437403	0.000844341	0.002354297
Alpha_44423	0.003805575	0.002090756	0.004702038	0.00416068	0.000425867	0	0.004119737	0.003992273	0.000243435	0.00030583	0.000712768	0.002904659
Alpha_44430	0.005878703	0.005550047	0.007134391	0.006934222	0.000403729	0.000307407	0.006261089	0.006261089	0.000421596	0.000163427	0.000513883	0.000423954
BA.1_44528	0	0	0	0	0	0	0	0	0	0	0	0
BA.1_44535	0.0070687	0.029774239	0.005790825	0.022790913	0.012827916	0.01454625	0.034043232	0.024080808	0.004038374	0	0	0.009070009
BA.1_44542	0.002645659	0.013894981	0.001512674	0.00808916	0.002350693	0.002012119	0.007992039	0.022491465	0.019192195	0.000392873	0	0.004648579
BA.1_44549	0.0078325	0.029541772	0.007472511	0.014887048	0.007220175	0.007580169	0.020386932	0.040307195	0.035004845	0.000412272	1.14E-05	0.01300139
BA.1_44556	0.00589781	0.008453443	0.006759973	0.017123331	0.003780633	0.002207847	0.011453431	0.02639393	0.018459105	0.000242042	8.88E-05	0.006140708
BA.1_44563	0.006504186	0.016242131	0.007932086	0.014077358	0.004302377	0.006473692	0.018003569	0.017357923	0.015021363	0.00026521	7.88E-05	0.005927989
BA.1_44570	0.008954696	0.020433065	0.005673897	0.013633105	0.006450876	0.007247166	0.018818405	0.01998669	0.015683125	0.000175909	4.43E-05	0.012134481
BA.1_44577	0.003366173	0.017880906	0.005783727	0.009042628	0.011820957	0.016469873	0.032451642	0.012862484	0.002655312	0.000139046	7.09E-05	0.005152786
BA.1_44584	0.000588672	0.008343804	0.001022634	0.002074408	0.00665856	0.006973576	0.014404381	0.019483735	0.012605362	0.000114558	4.86E-05	0.001082287
BA.1_44591	0.00107486	0.007563209	0.000423498	0.00104533	0.005153269	0.00620203	0.012091424	0.015913564	0.010951093	9.76E-05	4.56E-05	0.001197983
BA.1_44598	0.000373209	0.004904313	0.00117615	0.001946117	0.007056477	0.007748191	0.015715584	0.014534048	0.007598389	0.000102451	4.96E-05	0.000561385
BA.1_44605	0.000308844	0.001124198	0.000388113	0.000742206	0.002295034	0.003162088	0.004857865	0.013772172	0.012316602	7.15E-05	3.60E-05	0.001030012
BA.1_44612	0.00023984	0.002567663	0.000320939	0.000538781	0.001574515	0.001004074	0.002452057	0.012181514	0.01097015	0.000127846	6.34E-05	0.001270604
BA.1_44619	0.000581498	0.005726397	0.000697958	0.000770262	0.001422953	0.002928609	0.00340256	0.010246838	0.009818974	0.000126348	0.000122734	0.001746836
BA.1_44626	0.00061533	0.009801833	0.000324547	0.000964417	0.001588356	0.001176264	0.003050059	0.011415088	0.010001204	0.00017796	0.000112224	0.001229687
BA.1_44633	0.000386349	0.00251022	0.000354206	0.000466827	0.003306069	0.003572382	0.005810383	0.007729905	0.005670443	0.000170448	6.05E-05	0.001670564
BA.1_44640	0.001039703	0.002186501	0.000522323	0.001776669	0.001624643	0.001661898	0.003008155	0.00738868	0.006739928	0.000260879	0.000115883	0.001457882
BA.1_44647	0.001051406	0.00397591	0.001535663	0.002357203	0.001027607	0.001684566	0.003464997	0.00922346	0.008634371	0.000267113	0.000157714	0.000768305
BA.1_44654	0.001616947	0.002031759	0.002027199	0.00242657	0.002260374	0.001699689	0.003628858	0.004718361	0.003157269	0.000359613	0.000252442	0.001221578
BA.1_44661	0.001811896	0.006795839	0.001256445	0.002844899	0.00109708	0.001068197	0.002581609	0.01064548	0.00976998	0.000393848	0.000281744	0.000715892
BA.1_44668	0.001305466	0.003630292	0.000918788	0.002647237	0.003109388	0.002323579	0.00502867	0.004325533	0.002519552	0.000781773	0.000383037	0.001657558
BA.1_44675	0.001848408	0.005535374	0.001752304	0.004308926	0.005016569	0.002315365	0.007083826	0.009954321	0.005187765	0.000592779	0.000630869	0.002960402
BA.1_44682	0.00821847	0.012810461	0.002269301	0.009519366	0.004085711	0.003614948	0.00924399	0.010815966	0.006862299	0.000741661	0.001672386	0.003019989
BA.1_44689	0.008442666	0.01415675	0.009476265	0.008776919	0.009414854	0.013922278	0.024014263	0.016426669	0.008528515	0.000769915	0.001085313	0.005167008
BA.1_44696	0.007717549	0.012301334	0.00658801	0.00917504	0.005835419	0.009907669	0.018410172	0.067930362	0.063370773	0.000985856	0.001389194	0.003472847
BA.2_44549	0	0	0	0	0	0	0	0	0	0	0	0
BA.2_44556	0.006290687	0.037638002	0.003570214	0.008708509	0.028481119	0.007030297	0.061245934	0.05302899	0.026847337	0	0	0.035746237
BA.2_44563	0.004331864	0.054147339	0.002610994	0.006868052	0.052143645	0.029560243	0.126141177	0.098490511	0.048753451	0	0	0.055164986
BA.2_44570	0.006944799	0.026165361	0.00630629	0.013649304	0.017896728	0.017422389	0.054516121	0.035357199	0.016620049	3.49E-05	4.87E-05	0.021748298
BA.2_44577	0.003862043	0.015894861	0.005135933	0.00905163	0.01290903	0.039954526	0.059260638	0.020270159	0.009034505	0.000111429	4.87E-05	0.016078161
BA.2_44584	0.004325307	0.011530283	0.004693989	0.007528062	0.009146401	0.014330079	0.026203151	0.008720634	0.004022232	0.000187041	0	0.012932138
BA.2_44591	0.001972591	0.00640889	0.000661283	0.002491706	0.003437175	0.006122939	0.009783839	0.003735504	0.001710918	0.000138804	3.20E-05	0.003876029
BA.2_44598	0.004413329	0.009465439	0.003553972	0.006482335	0.003778762	0.003667591	0.010272211	0.003145638	0.001501669	0.000156806	3.16E-05	0.007380691
BA.2_44605	0.007592688	0.011440164	0.007144424	0.012067151	0.004565779	0.005090198	0.012738082	0.000843179	0.000393055	0.000129938	1.74E-05	0.011401005
BA.2_44612	0.010118561	0.016373707	0.008887498	0.015001114	0.006474965	0.007735324	0.017892084	0.001627919	0.000981038	0.000109474	2.65E-05	0.01592402
BA.2_44619	0.000723207	0.004775081	0.001163992	0.001984095	0.000786081	0.000783465	0.002206983	0.001056632	0.000569808	0.000152476	3.07E-05	0.001130498
BA.2_44626	0.000932754	0.00473912	0.000581554	0.001482545	0.000876336	0.005664854	0.007102887	0.000989463	0.000332418	0.000162391	6.86E-06	0.001487289
BA.2_44633	0.00092927	0.002978212	0.000576109	0.001249123	0.000621384	0.000796925	0.001633908	0.000789803	0.000348552	0.00025305	1.71E-05	0.001521304
BA.2_44640	0.000499864	0.001333994	0.000353638	0.001428757	0.000460585	0.000457358	0.001049478	0.001263298	0.000281571	9.68E-05	1.44E-05	0.000469757
BA.2_44647	9.54E-05	0.002737798	0.000212095	0.001713216	0.000290942	0.000779139	0.00098279	0.001785318	0.000287723	0.000105179	1.49E-05	0.000308966
BA.2_44654	0.000337223	0.0021302	0.000182469	0.004066146	0.000267791	0.000706298	0.00095263	0.003995188	0.000288089	0.000122009	1.05E-05	0.000275884
BA.2_44661	0.000602043	0.002867404	0.000358704	0.008754236	0.000473293	0.004428263	0.005024992	0.008410202	0.000379324	0.000278863	2.60E-05	0.001033307
BA.2_44668	0.000441286	0.002424637	0.000406926	0.008516103	0.000302645	0.000268224	0.000549864	0.008549127	0.00070588	0.000287267	4.15E-05	0.000448685
BA.2_44675	0.000529646	0.001667264	0.000584791	0.008076566	0.00060985	0.002942561	0.003881784	0.007209331	0.000391666	0.000210577	6.73E-05	0.000468447
BA.2_44682	0.000588914	0.00217742	0.000444317	0.019682105	0.000570847	0.004104579	0.004869783	0.019253467	0.000474669	0.000163964	5.00E-05	0.000438653
BA.2_44689	0.000484288	0.001600156	0.000299742	0.019730508	0.000490431	0.001726138	0.00227955	0.019830888	0.000560752	0.000108839	4.38E-05	0.001201555
BA.2_44696	0.00040953	0.002491293	0.000293238	0.018014953	0.000771577	0.000949171	0.001429131	0.018062939	0.000482835	0.000147239	4.54E-05	0.001071401
BA.2_44703	0.000602162	0.003408895	0.000204932	0.022388209	0.000390855	0.003677986	0.004111461	0.02222298	0.000316825	0.000228959	2.94E-05	0.001773433
BA.2_44710	0.000252264	0.002475752	0.0002942	0.022106942	0.000821721	0.002209607	0.002714842	0.022155063	0.000361756	0.000165391	2.74E-05	0.000899652
BA.2_44717	0.000268222	0.005542496	0.000573226	0.012701465	0.000830343	0.005539193	0.006188821	0.013022667	0.000792512	0.000219991	2.68E-05	0.001690587
BA.2_44724	0.000361739	0.003323747	0.000372304	0.013336695	0.000736813	0.00341708	0.003952723	0.01417754	0.001109943	0.000177245	3.95E-05	0.000894873
BA.2_44731	0.002215688	0.008893062	0.001393381	0.007617659	0.006618085	0.001104878	0.007055036	0.01317309	0.002827171	0.000310896	2.75E-05	0.001469363
BA.2_44738	0.001896756	0.007760805	0.002029662	0.008738054	0.002432877	0.001355009	0.002792359	0.010592786	0.003723089	0.00015995	2.98E-05	0.001008753
BA.2_44745	0.001159583	0.005074514	0.000884026	0.005904529	0.001153055	0.001052322	0.001969456	0.007613735	0.002923867	0.000482325	2.55E-05	0.001704121
BA.2_44752	0.001378074	0.00844657	0.000704936	0.013765617	0.003725191	0.001524382	0.00526551	0.016752722	0.001743965	0.000729288	3.51E-05	0.002256388
BA.2_44759	0.005482101	0.011084576	0.002083922	0.014662316	0.002915421	0.00310816	0.005941509	0.014890729	0.003673348	0.000544253	5.25E-05	0.002368775
BA.2_44766	0.014904555	0.011312237	0.001045981	0.012217784	0.007816595	0.002759105	0.008946835	0.015311406	0.005662282	0.000841814	9.75E-05	0.002460093
BA.2_44773	0.034029755	0.027614769	0.005816423	0.036868915	0.01762114	0.00661133	0.025439662	0.03207688	0.007695116	0.001212777	4.03E-05	0.008450843
BA.2_44780	0.035773751	0.026924519	0.007895107	0.03669171	0.020020294	0.006105916	0.02456577	0.031872407	0.007347715	0.000912318	0	0.003417448
BA.2_44787	0.085729804	0.061784766	0.018536508	0.096164907	0.040417228	0.008748084	0.046386099	0.095516349	0.031221385	0.00111852	0.000357426	0.003194109
BA.2_44794	0.095180134	0.063885752	0.01494513	0.112505074	0.044993897	0.007800256	0.051196882	0.112351443	0.041889141	0.001395117	0.000605847	0.003371146
BA.2_44801	0.10993822	0.076293466	0.042121347	0.136958071	0.056003963	0.013597008	0.062719487	0.124569875	0.052713591	0.000904582	0.00054415	0.006369697
BA.2_44808	0.069851058	0.051338724	0.026149259	0.089694587	0.040578818	0.013724085	0.048913415	0.097179847	0.043750375	0.000684424	0.000295729	0.004639904
BA.2_44815	0.069758231	0.057917494	0.038890315	0.167212057	0.034342171	0.037448723	0.088389192	0.116289539	0.044099453	0.000985875	0	0.016164604
BA.2_44822	0.088536654	0.070387164	0.027023958	0.10969765	0.043069634	0.021527448	0.062847042	0.100528819	0.046488182	0.000242747	0.000247699	0.022098556
BA.2_44829	0.02023324	0.015807508	0.022821604	0.075614548	0.022386724	0.018141544	0.048738148	0.087915085	0.053059802	0.000416941	0.000454947	0.002912381
BA.2_44836	0.019625961	0.022476179	0.026721634	0.09916854	0.027191412	0.018804074	0.057261652	0.075369828	0.019735101	0.000605114	0.000931253	0.004826739
BA.2_44843	0.00856568	0.010202438	0.020126279	0.062552095	0.016907297	0.014638108	0.040958619	0.044865331	0.018495734	0.001294308	0.001216495	0.001711153
BA.2_44850	0.008978511	0.010864832	0.018792069	0.051158043	0.011349061	0.010240032	0.027456669	0.050112954	0.038020605	0.000734099	0.001111748	0.002704942
BA.2_44857	0.004819039	0.007828669	0.026284255	0.082569649	0.031248835	0.021746324	0.058931094	0.083140305	0.055754257	0.000281504	9.16E-06	0.003405059
BA.2_44864	0.006257098	0.008480701	0.015264929	0.056747893	0.015539038	0.011925558	0.032869529	0.070433635	0.045736147	0.000660721	0.000289637	0.002370631
BA.2_44871	0.006687262	0.006222564	0.012139969	0.056846286	0.024084626	0.019287803	0.041930839	0.066380969	0.039622348	0.000379833	0.000146244	0.003271675
BA.2_44878	0.003905228	0.003181924	0.021892997	0.053952873	0.010449083	0.009921812	0.024310908	0.046521762	0.031529897	0.000784537	0	0.001448026
BA.2_44885	0.001951234	0.001967895	0.015659394	0.054421791	0.025916669	0.01643877	0.043473106	0.072505804	0.036282599	0.00168548	0.000175197	0.001605241
BA.2_44892	0.005987891	0.003578366	0.014166552	0.07328295	0.041162243	0.033475722	0.032758369	0.099968953	0.02042112	0.000842897	0.000175197	0.000958797
BA.2_44899	0.00308353	0.003329475	0.011495485	0.039728258	0.019687986	0.016134966	0.020143622	0.054873639	0.017750005	0.00046043	0.000119517	0.00196752
BA.2_44906	0.001764576	0.004012873	0.011461219	0.037516221	0.019241821	0.019883181	0.013316172	0.043929891	0.012613587	0.000546604	0.00017524	0.001636721
BA.2_44913	0.001999729	0.00353793	0.025495363	0.08571768	0.040074934	0.033962631	0.035405244	0.10049619	0.033307501	0.000729862	0.000170642	0.001182262
BA.2_44920	0.00291053	0.002972076	0.013065493	0.019478872	0.010224899	0.009444743	0.00652318	0.018183173	0.006316956	0.000736025	0.000114919	0.002108163
BA.2_44927	0.002984974	0.002709855	0.01776817	0.042024395	0.022382032	0.019934185	0.01803198	0.044923964	0.009288509	0.000727686	0.000223597	0.001972588
BA.2_44934	0.002454679	0.005417816	0.022325314	0.072907092	0.028279464	0.025833623	0.027699688	0.080266006	0.037870978	0.000730651	0.000106602	0.001855412
BA.2_44941	0.002029191	0.004106669	0.017454776	0.03605337	0.012302823	0.011283288	0.014913063	0.030353319	0.014485814	0.00043066	3.62E-05	0.002794857
BA.2_44948	0.002070725	0.002518975	0.012450027	0.030403527	0.015908733	0.012703698	0.015276728	0.029026761	0.007748719	0.000888707	3.90E-05	0.001993636
BA.2_44955	0.003866984	0.004685554	0.014479343	0.037446944	0.016957197	0.017271802	0.014925732	0.036571283	0.01330502	0.000816679	0.000369392	0.003617726
BA.2_44962	0.001950661	0.003512814	0.021247961	0.053561274	0.021507456	0.0214109	0.017043153	0.056047472	0.031343941	0.000822688	0.000533254	0.000928824
BA.2_44969	0.002026331	0.003963795	0.015930006	0.039116535	0.021105836	0.018139911	0.016683397	0.036783463	0.008054728	0.000703905	0.000356046	0.001257089
BA.2_44976	0.002423084	0.005080899	0.007184515	0.024096898	0.009227092	0.008483252	0.015273997	0.021326983	0.009329899	0.000799298	0.00016608	0.001991471
BA.2_44983	0.003142627	0.004521165	0.019577576	0.045207901	0.015731798	0.014711515	0.018777274	0.039543174	0.018481915	0.000384971	0.00072649	0.004458181
BA.2_44990	0.002702778	0.005091434	0.009305994	0.026779344	0.005959117	0.005806387	0.011918799	0.02112783	0.008552497	0.000213107	0.00056041	0.001218372
BA.2_44997	0.004565344	0.005486944	0.054374953	0.162827345	0.053371435	0.053182575	0.047653648	0.165130254	0.090009574	0.001292484	0	0.001911422
BA.2_45004	0.002676357	0.006757293	0.041117166	0.115357065	0.040251775	0.038401391	0.036189791	0.112463344	0.059725906	0.001374793	0.00036561	0.001712237
BA.2_45011	0.001921642	0.003772891	0.025623864	0.077264799	0.025701414	0.025040466	0.030644149	0.076143977	0.040433336	0.000963397	0.00036561	0.000808032
BA.2_45018	0.001000273	0.003500158	0.036284042	0.091275784	0.037559477	0.037336376	0.03112724	0.088645362	0.043162806	0.000524089	0.00022012	0.00025016
BA.2_45025	0.005500924	0.005404188	0.02578444	0.053882355	0.027306851	0.023171528	0.020439821	0.051808588	0.009664287	0.000591792	0.000444573	0.001425319
BA.2_45032	0.005988262	0.00508827	0.03503099	0.07812015	0.026308015	0.026039458	0.027304773	0.065077534	0.037258418	0.000933343	0.000538448	0.002182055
BA.2_45039	0.010367062	0.007406007	0.018061953	0.048114615	0.016968191	0.015556073	0.022985366	0.046508958	0.009867941	8.13E-05	5.67E-05	0.003445271
BA.2_45046	0.008819624	0.00616674	0.054397519	0.141949766	0.054435588	0.051425789	0.047488751	0.145626792	0.055137226	0.002386366	0.000370688	0.002915413
BA.4/5_44668	0	0	0	0	0	0	0	0	0	0	0	0
BA.4/5_44675	0.003797339	0.007080924	0.001197003	0.00710196	0.002407631	0.007420685	0.010896737	0.001368634	0.000673967	0	0	0.004171114
BA.4/5_44682	0.001147561	0.004417898	0.002410753	0.003880196	0.000907446	0.001521296	0.002832218	0.003905384	0.003056581	0	0	0.003782983
BA.4/5_44689	0.001981539	0.003386209	0.003510177	0.005026488	0.001626424	0.003816932	0.004461441	0.002723792	0.001658414	0	0	0.002739046
BA.4/5_44696	0.002163276	0.003668469	0.003657342	0.006910334	0.001342483	0.003916342	0.005692163	0.005917964	0.002768903	0	0	0.001434196
BA.4/5_44703	0.002362152	0.005112936	0.002604821	0.004463679	0.001077971	0.003097008	0.004517824	0.003475449	0.002177522	0.00015523	0.000101811	0.001554624
BA.4/5_44710	0.000895458	0.002714808	0.001768946	0.003116142	0.001409215	0.003506089	0.003969498	0.002878813	0.001522018	0.000156039	0.000101811	0.002028922
BA.4/5_44717	0.000554727	0.001621193	0.00084247	0.002041593	0.002073328	0.006964589	0.008601653	0.002035993	0.00028879	0.000217138	7.94E-05	0.001715929
BA.4/5_44724	0.00048372	0.002139321	0.000671078	0.001916886	0.001888682	0.00780702	0.009290982	0.002819652	0.001331368	0.000179925	7.97E-05	0.001286054
BA.4/5_44731	0.000386801	0.004314127	0.000454567	0.001106279	0.013643192	0.003517364	0.016217924	0.01398444	0.000527751	0.000163778	2.57E-05	0.000778408
BA.4/5_44738	0.000822186	0.001775155	0.000478668	0.001410338	0.005767962	0.002448215	0.007941033	0.006850415	0.000867415	0.000155686	3.51E-05	0.001719405
BA.4/5_44745	0.000759204	0.003370459	0.000821053	0.002464873	0.001959564	0.004290758	0.005380969	0.005590651	0.002860818	0.000144266	4.92E-05	0.001766542
BA.4/5_44752	0.000440019	0.002713917	0.000507856	0.001621394	0.007186095	0.001259422	0.007878863	0.008915899	0.001108148	0.000162734	5.05E-05	0.001098912
BA.4/5_44759	0.000262185	0.001249207	0.000683657	0.000764345	0.001116717	0.001798347	0.001674375	0.002769191	0.002182794	0.000230788	4.04E-05	0.000682074
BA.4/5_44766	0.000260065	0.000715634	0.001205958	0.002345666	0.001091314	0.002582155	0.002967552	0.003545066	0.00198568	0.000273752	4.25E-05	0.00071101
BA.4/5_44773	0.000371267	0.0007513	0.000517156	0.001046802	0.000713675	0.003210698	0.003383706	0.003850512	0.002936512	0.000206937	4.73E-05	0.000510958
BA.4/5_44780	0.000170534	0.003042427	0.000930581	0.001775607	0.001413986	0.004100041	0.003682472	0.005778402	0.003819877	0.000191982	7.25E-05	0.000572986
BA.4/5_44787	0.000158633	0.003434819	0.000722236	0.001535614	0.001080926	0.002999152	0.003072781	0.005382376	0.003596784	0.000239357	5.37E-05	0.000308382
BA.4/5_44794	0.000322841	0.000705147	0.001005635	0.001722605	0.001104503	0.002946549	0.003280414	0.004281536	0.003159062	0.000199055	4.22E-05	0.000509635
BA.4/5_44801	0.000377884	0.001076541	0.000572576	0.001562014	0.000855165	0.000676371	0.001301712	0.005981348	0.004443812	0.000211256	4.47E-05	0.001205901
BA.4/5_44808	0.000589977	0.002543095	0.001081209	0.002060814	0.001495219	0.002249514	0.002221018	0.008255224	0.006122621	0.000162524	5.00E-05	0.001216549
BA.4/5_44815	0.000654414	0.001026629	0.001505208	0.002058051	0.002342813	0.003851567	0.003666961	0.00996285	0.00765722	0.000183627	8.88E-05	0.001037823
BA.4/5_44822	0.00082883	0.001807352	0.002064365	0.002499103	0.002562327	0.004500541	0.005511972	0.012361643	0.010222784	0.000283721	8.39E-05	0.001681619
BA.4/5_44829	0.00062915	0.002128161	0.000764075	0.001729077	0.001847373	0.00334842	0.003824006	0.009170189	0.007074956	0.000220652	3.82E-05	0.00110738
BA.4/5_44836	0.000924868	0.001427843	0.000832342	0.001607153	0.001687833	0.002905149	0.002662202	0.012468037	0.010477065	0.000305559	2.88E-05	0.00037088
BA.4/5_44843	0.00124706	0.00114873	0.000772944	0.001794977	0.003408317	0.004929024	0.003699183	0.017137023	0.01340452	0.000382408	0.000157546	0.000382661
BA.4/5_44850	0.00144339	0.002864902	0.000847494	0.002042677	0.001265624	0.003557765	0.003649566	0.01493077	0.012277022	0.000373612	0.000117712	0.000703221
BA.4/5_44857	0.002557283	0.002278249	0.002700721	0.003782201	0.004720406	0.006016675	0.004502615	0.010668694	0.006247353	0.000340535	0.000211071	0.002196904
BA.4/5_44864	0.005597066	0.001131233	0.001483357	0.002206901	0.00614767	0.006420553	0.003031764	0.018749007	0.012306804	0.000333996	0.000114804	0.001176862
BA.4/5_44871	0.001741376	0.001762387	0.002204765	0.002829109	0.005065433	0.00672758	0.006689965	0.013726673	0.010481602	0.000273624	0.000103127	0.001752401
BA.4/5_44878	0.009944818	0.001131131	0.001612944	0.002001121	0.012108873	0.012747578	0.003753517	0.01444964	0.00302172	0.000226346	0.00028168	0.001304889
BA.4/5_44885	0.001619018	0.001063096	0.001589569	0.002184496	0.004199017	0.003971068	0.003572368	0.010457959	0.006460726	0.000304342	0.000124628	0.00072303
BA.4/5_44892	0.002290714	0.000987947	0.000996133	0.001731535	0.007905065	0.008099901	0.002463592	0.016061444	0.008001244	0.000305407	0.000132448	0.000721103
BA.4/5_44899	0.002995751	0.00086392	0.00138793	0.002682523	0.004820317	0.005559483	0.002653375	0.023121617	0.017046617	0.000372076	0.000128843	0.000801137
BA.4/5_44906	0.000976679	0.000466194	0.001788692	0.002848937	0.005067491	0.005794638	0.003757324	0.009270663	0.004892799	0.00033525	0.000115279	0.000446263
BA.4/5_44913	0.001497405	0.002965268	0.002008103	0.002183922	0.003182121	0.002379677	0.002937627	0.012530269	0.009303387	0.000260203	0.00011851	0.000456204
BA.4/5_44920	0.002124164	0.001407038	0.00135025	0.002699858	0.004428294	0.003228127	0.002913191	0.015861471	0.010406943	0.000385468	0.000231946	0.00045183
BA.4/5_44927	0.007488489	0.001322968	0.003665711	0.004898993	0.012098361	0.01191113	0.005547196	0.019248917	0.00821799	0.000437822	7.04E-05	0.000355014
