VOC	Date	InfectionProportion	HaploMax_AntigenicDistanceABS	HaploMax_ChangeACE2binding	HaploMax_ChangeCellEntry	HaploMax_ChangeImmuneEscape	AdvHaploMax_AntigenicDistanceABS	AdvHaploMax_ChangeACE2binding	AdvHaploMax_ChangeCellEntry	AdvHaploMax_ChangeImmuneEscape
BA.2	2021-12-19	0.00012088124044084	2.2251680867554	0.217338129496403	2.35302877697842	0.059943863647482	0	0	0	0
BA.2	2021-12-26	0.000539977453772776	4.86209060847482	0.457338129496403	2.32978877697842	0.189862819647482	0	0	0	0
BA.2	2022-01-02	0.00270805238175926	3.95593009541727	0.337338129496403	2.47462877697842	0.059943863647482	0	0	0	0
BA.2	2022-01-09	0.00881978614622216	8.8570780317482	0.657338129496403	2.35302877697842	0.509290018647482	0	0	0	0
BA.2	2022-01-16	0.0184836564962861	8.8570780317482	0.337338129496403	2.35942877697842	0.326206751647482	0	0	0	0
BA.2	2022-01-23	0.0351465183533342	8.8570780317482	0.567338129496403	2.39023877697842	0.062726671647482	0	0	0	0
BA.2	2022-01-30	0.0567613527961845	8.8570780317482	0.497338129496403	2.39023877697842	0.101113310647482	0	0	0	0
BA.2	2022-02-06	0.0857875576684096	8.8570780317482	0.457338129496403	2.58112877697842	0.101113310647482	0	0	0	0
BA.2	2022-02-13	0.118135895447524	8.8570780317482	0.907338129496403	2.43006877697842	0.072031930647482	0	0	0	0
BA.2	2022-02-20	0.15928074717059	8.8570780317482	0.617338129496403	2.47285877697842	0.261426624647482	0	0	0	0
BA.2	2022-02-27	0.205908864573029	3.76463891980575	0.567338129496403	2.47285877697842	0.101113310647482	0	0	0	0
BA.2	2022-03-06	0.265115799467337	4.04823151782734	0.617338129496403	2.46412877697842	0.101113310647482	0	0	0	0
BA.2	2022-03-13	0.337655286859214	6.40761751847482	0.907338129496403	2.58112877697842	0.681541970647482	0	0	0	0
BA.2	2022-03-20	0.420524995755253	3.83319885747482	0.907338129496403	2.58112877697842	0.261426624647482	0	0	0	0
BA.2	2022-03-27	0.502278263066942	4.06858149482734	0.907338129496403	2.58112877697842	0.261426624647482	0	0	0	0
BA.2	2022-04-03	0.573366977121652	4.25966648980575	0.907338129496403	2.58112877697842	0.261426624647482	0	0	0	0
BA.2	2022-04-10	0.631865764135921	4.26231992182734	0.907338129496403	2.53802877697842	0.261426624647482	0	0	0	0
