VOC	Date	TotalHaploCount	InfectionProportion	AntigenicDistanceABS	ChangeACE2binding	ChangeCellEntry	ChangeImmuneEscape	Type
BA.1	2022-03-06	1	0.938459488	1.112824212	0.677404372	0.373670765	0.068055783	Adv
BA.1	2022-03-13	1	0.96054324	1.019838535	0.677404372	0.287570765	0.068055783	Adv
BA.1	2022-03-20	1	0.9748396	0	0	0	0	Adv
BA.1	2022-03-27	1	0.984544042	0	0	0	0	Adv
BA.1	2022-04-03	1	0.990935933	0	0	0	0	Adv
BA.1	2022-04-10	1	0.995108689	0	0	0	0	Adv
BA.1	2022-04-17	1	0.997114636	0	0	0	0	Adv
BA.1	2022-04-24	1	0.99808472	0	0	0	0	Adv
BA.1	2022-05-01	1	0.998618288	0	0	0	0	Adv
BA.1	2022-05-08	1	0.998933308	0	0	0	0	Adv
BA.1	2022-05-15	1	0.999247924	0	0	0	0	Adv
BA.2	2021-12-19	1	0.000120881	2.373957941	0.217338129	2.354745324	0	Adv
BA.2	2021-12-26	1	0.000539977	2.460632045	0.217338129	2.316928777	0	Adv
BA.2	2022-01-02	1	0.002708052	2.373957941	0.217338129	2.354745324	0	Adv
BA.2	2022-01-09	1	0.008819786	2.373957941	0.567338129	2.354745324	0.013137541	Adv
BA.2	2022-01-16	1	0.018483656	2.270292113	0.337338129	2.359428777	0.013137541	Adv
BA.2	2022-01-23	1	0.035146518	2.210368979	0.567338129	2.359428777	0.062726672	Adv
BA.2	2022-01-30	1	0.056761353	2.185996528	0.457338129	2.359428777	0.101113311	Adv
BA.2	2022-02-06	1	0.085787558	2.289923454	0.457338129	2.359428777	0.101113311	Adv
BA.2	2022-02-13	1	0.118135895	3.160126134	0.567338129	2.359428777	0.062726672	Adv
BA.2	2022-02-20	1	0.159280747	2.264845598	0.567338129	2.359428777	0.101113311	Adv
BA.2	2022-02-27	1	0.205908865	3.160126134	0.567338129	2.360528777	0.101113311	Adv
BA.2	2022-03-06	1	0.265115799	3.160126134	0.567338129	2.430068777	0.101113311	Adv
BA.2	2022-03-13	1	0.337655287	3.160126134	0.907338129	2.430068777	0.101113311	Adv
BA.2	2022-03-20	1	0.420524996	3.160126134	0.907338129	2.515628777	0.101113311	Adv
BA.2	2022-03-27	1	0.502278263	3.160126134	0.907338129	2.515628777	0.101113311	Adv
BA.2	2022-04-03	1	0.573366977	3.160126134	0.907338129	2.515628777	0.101113311	Adv
BA.2	2022-04-10	1	0.631865764	3.160126134	0.907338129	2.515628777	0.101113311	Adv
BA.2	2022-04-17	1	0.679511404	3.160126134	0.907338129	2.441228777	0.101113311	Adv
BA.2	2022-04-24	1	0.71890599	3.160126134	0.907338129	2.515628777	0.101113311	Adv
BA.2	2022-05-01	1	0.752094294	3.160126134	0.907338129	2.515628777	0.119568379	Adv
BA.2	2022-05-08	1	0.782166407	3.160126134	0.907338129	2.515628777	0.119568379	Adv
BA.2	2022-05-15	1	0.809876598	3.773275724	0.907338129	2.515628777	0.119568379	Adv
BA.2	2022-05-22	1	0.835394341	5.427293225	0.907338129	2.515628777	0.169489943	Adv
BA.2	2022-05-29	1	0.857580647	4.26188859	0.907338129	2.515628777	0.119568379	Adv
BA.2	2022-06-05	1	0.876799702	4.26188859	0.907338129	2.515628777	0.169489943	Adv
BA.2	2022-06-12	1	0.894051131	4.452943636	0.907338129	2.515628777	0.169489943	Adv
BA.2	2022-06-19	1	0.908641775	4.321811724	0.907338129	2.515628777	0.169489943	Adv
BA.2	2022-06-26	1	0.920494197	4.452943636	0.907338129	2.515628777	0.169489943	Adv
BA.2	2022-07-03	1	0.9303934	4.53175519	0.907338129	2.515628777	0.310409774	Adv
BA.2	2022-07-10	1	0.938643005	4.51286677	0.807338129	2.515628777	0.169489943	Adv
BA.2	2022-07-17	1	0.944864415	4.621492977	0.807338129	2.482528777	0.169489943	Adv
BA.2	2022-07-24	1	0.949071615	4.812548023	0.617338129	2.342328777	0.310409774	Adv
BA.2	2022-07-31	1	0.951768828	5.192082909	0.617338129	2.123288777	0.310409774	Adv
BA.2	2022-08-07	1	0.953477221	5.157072297	0.617338129	2.123288777	0.310409774	Adv
BA.2	2022-08-14	1	0.954647191	5.192082909	0.617338129	2.123288777	0.310409774	Adv
BA.2	2022-08-21	1	0.955449618	5.219638306	0.857338129	2.216888777	0.495440963	Adv
BA.2	2022-08-28	1	0.956089685	5.170331151	0.857338129	2.216888777	0.495440963	Adv
BA.2	2022-09-04	1	0.95656968	5.219638306	0.857338129	2.216888777	0.495440963	Adv
BA.2	2022-09-11	1	0.957066275	5.23877922	0.857338129	2.216888777	0.495440963	Adv
BA.2	2022-09-18	1	0.957623856	5.524219274	0.857338129	2.112798777	0.495440963	Adv
BA.2	2022-09-25	1	0.958253388	5.619213145	0.857338129	2.174388777	0.509290019	Adv
BA.2	2022-10-02	1	0.95895304	5.686036092	0.857338129	2.216888777	0.509290019	Adv
BA.2	2022-10-16	1	0.960711173	5.834322584	0.857338129	2.216888777	0.512734594	Adv
BA.2	2022-10-23	1	0.961662458	5.892058526	0.857338129	2.174388777	0.509290019	Adv
BA.2	2022-10-30	1	0.962628502	5.902841728	0.857338129	2.216888777	0.509290019	Adv
BA.2	2022-11-06	1	0.963698463	5.902841728	0.857338129	2.355238777	0.54725689	Adv
BA.2	2022-11-13	1	0.964869327	5.902841728	0.857338129	2.214138777	0.54725689	Adv
BA.2	2022-11-20	1	0.966380552	5.96000734	0.857338129	2.361638777	0.54725689	Adv
BA.2	2022-12-04	1	0.970005069	6.229286329	0.857338129	2.355238777	0.54725689	Adv
BA.2	2022-12-11	1	0.972464839	6.229286329	0.857338129	2.361638777	0.54725689	Adv
BA.2	2022-12-18	1	0.975278004	6.229286329	0.857338129	2.361638777	0.54725689	Adv
BA.2	2022-12-25	1	0.978057881	6.229286329	0.857338129	2.361638777	0.610737667	Adv
BA.2	2023-01-08	1	0.983795554	6.229286329	0.857338129	2.368528777	0.610737667	Adv
BA.2	2023-04-09	1	0.99707027	0	0	0	0	Adv
BA.2	2023-04-23	1	0.997799505	0	0	0	0	Adv
BA.2	2022-10-09	1	0.959810013	5.686036092	0.857338129	2.145688777	0.512734594	Adv
BA.2	2022-11-27	1	0.968070179	5.964222114	0.857338129	2.355238777	0.54725689	Adv
BA.2	2023-01-01	1	0.980964653	6.229286329	0.857338129	2.361638777	0.610737667	Adv
BA.2	2023-01-15	1	0.986151467	6.367317416	0.857338129	2.368528777	0.610737667	Adv
BA.2	2023-01-22	1	0.98789027	6.229286329	0.857338129	2.335738777	0.610737667	Adv
BA.2	2023-01-29	1	0.989323228	6.367317416	0.857338129	2.335738777	0.495440963	Adv
BA.2	2023-02-05	1	0.990567582	6.367317416	0.857338129	2.391838777	0.54725689	Adv
BA.2	2023-02-12	1	0.991644087	6.229286329	0.857338129	2.391838777	0.54725689	Adv
BA.2	2023-02-19	1	0.992663439	6.367317416	0.857338129	2.391838777	0.54725689	Adv
BA.2	2023-02-26	1	0.99362388	6.367317416	0.857338129	2.391838777	0.54725689	Adv
BA.2	2023-03-05	1	0.994496302	0	0	0	0	Adv
BA.2	2023-03-12	1	0.995033613	0	0	0	0	Adv
BA.2	2023-03-19	1	0.995613881	0	0	0	0	Adv
BA.2	2023-03-26	1	0.996107178	0	0	0	0	Adv
BA.2	2023-04-02	1	0.996637524	0	0	0	0	Adv
BA.2	2023-04-16	1	0.997455077	0	0	0	0	Adv
BA.2	2023-04-30	1	0.998125625	0	0	0	0	Adv
BA.4/5	2022-04-17	1	0.000772665	0.477041081	0.00641791	0.053572184	0	Adv
BA.4/5	2022-04-24	1	0.001026789	0.806553202	0.00641791	0.05357602	0	Adv
BA.4/5	2022-05-01	1	0.001558322	0.806553202	0.00641791	0.05357602	0	Adv
BA.4/5	2022-05-08	1	0.002323416	0.850804911	0.00641791	0.295707604	0.146601063	Adv
BA.4/5	2022-05-15	1	0.003588829	1.079227917	0.00641791	0.45527602	0.168409347	Adv
BA.4/5	2022-05-22	1	0.005708187	1.630138736	0.04641791	0.45527602	0.184855035	Adv
BA.4/5	2022-05-29	1	0.009290283	1.630138736	0.00641791	0.45527602	0.168409347	Adv
BA.4/5	2022-06-05	1	0.015841009	1.356467787	0.04641791	0.45527602	0.184855035	Adv
BA.4/5	2022-06-12	1	0.026676102	1.356467787	0.05641791	0.45527602	0.184855035	Adv
BA.4/5	2022-06-19	1	0.046113995	2.264214579	0.12641791	0.45527602	0.202279046	Adv
BA.4/5	2022-06-26	1	0.076156722	1.088728326	0.12641791	0.45527602	0.202279046	Adv
BA.4/5	2022-07-03	1	0.118143158	3.265311275	0.12641791	0.45527602	0.202279046	Adv
BA.4/5	2022-07-10	1	0.17112491	3.265311275	0.12641791	0.45527602	0.282492295	Adv
BA.4/5	2022-07-17	1	0.233427036	3.265311275	0.12641791	0.52007602	0.202279046	Adv
BA.4/5	2022-07-24	1	0.301421338	3.265311275	0.12641791	0.52007602	0.202279046	Adv
BA.4/5	2022-07-31	1	0.371226627	3.265311275	0.12641791	0.52007602	0.282492295	Adv
BA.4/5	2022-08-07	1	0.437230536	1.193430774	0.12641791	0.52007602	0.282492295	Adv
BA.4/5	2022-08-14	1	0.497555662	1.193430774	0.12641791	0.52007602	0.282492295	Adv
BA.4/5	2022-08-21	1	0.55038513	1.193430774	0.12641791	0.52007602	0.282492295	Adv
BA.4/5	2022-08-28	1	0.598076594	1.193430774	0.12641791	0.52007602	0.282492295	Adv
BA.4/5	2022-09-04	1	0.638220231	1.162579436	0.12641791	0.52007602	0.282492295	Adv
BA.4/5	2022-09-11	1	0.673045371	1.630138736	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-09-18	1	0.70374051	1.630138736	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-09-25	1	0.733695154	1.630138736	0.12641791	0.52007602	0.349779092	Adv
BA.4/5	2022-10-02	1	0.762127686	1.630138736	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-10-09	1	0.78911851	1.630138736	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-10-16	1	0.814070009	1.630138736	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-10-23	1	0.836044905	1.630138736	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-10-30	1	0.854766857	1.42183511	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-11-06	1	0.870860115	1.36067107	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-11-13	1	0.885816935	1.42183511	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-11-20	1	0.900548535	1.42183511	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-11-27	1	0.914870296	1.42183511	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-12-04	1	0.928165587	1.42183511	0.12641791	0.52007602	0.402096449	Adv
BA.4/5	2022-12-11	1	0.940994742	1.42183511	0.05641791	0.52007602	0.402096449	Adv
BA.4/5	2022-12-18	1	0.95336948	1.42183511	0.05641791	0.49267602	0.402096449	Adv
BA.4/5	2022-12-25	1	0.964353149	1.502610345	0.12641791	0.49267602	0.402096449	Adv
BA.4/5	2023-01-01	1	0.972636483	1.42183511	0.12641791	0.40127602	0.402096449	Adv
BA.4/5	2023-01-08	1	0.979997388	1.277326562	0.12641791	0.49267602	0.349779092	Adv
BA.4/5	2023-01-15	1	0.98579627	0	0	0	0	Adv
BA.4/5	2023-01-22	1	0.990016953	0	0	0	0	Adv
BA.4/5	2023-01-29	1	0.992613573	0	0	0	0	Adv
BA.4/5	2023-02-05	1	0.994475362	0	0	0	0	Adv
BA.4/5	2023-02-12	1	0.995802973	0	0	0	0	Adv
BA.4/5	2023-02-19	1	0.996802462	0	0	0	0	Adv
BA.4/5	2023-02-26	1	0.997573846	0	0	0	0	Adv
BA.4/5	2023-03-05	1	0.998085373	0	0	0	0	Adv
BA.4/5	2023-03-12	1	0.998463786	0	0	0	0	Adv
BQ.1	2022-09-11	1	0.002497627	0.413162597	0	0.349837033	0.134565308	Adv
BQ.1	2022-09-18	1	0.00402651	2.21211498	0	0.534525896	0.134565308	Adv
BQ.1	2022-09-25	1	0.007081685	0.949109039	0	0.534525896	0.134565308	Adv
BQ.1	2022-10-02	1	0.012817357	0.64698634	0	0.534525896	0.233957309	Adv
BQ.1	2022-10-09	1	0.022345868	0.930801178	0	0.534525896	0.109091252	Adv
BQ.1	2022-10-16	1	0.03627617	1.282281663	0	0.534525896	0.149042803	Adv
BQ.1	2022-10-23	1	0.054069288	2.21211498	0	0.540925896	0.149042803	Adv
BQ.1	2022-10-30	1	0.075547024	1.282281663	0.039595376	0.540925896	0.233957309	Adv
BQ.1	2022-11-06	1	0.103339578	1.282281663	0.049595376	0.540925896	0.233957309	Adv
BQ.1	2022-11-13	1	0.1397126	1.046342208	0.050462428	0.540925896	0.219877239	Adv
BQ.1	2022-11-20	1	0.186862434	1.356173069	0.039595376	0.554625896	0.219877239	Adv
BQ.1	2022-11-27	1	0.246422095	1.356173069	0.039595376	0.554625896	0.233957309	Adv
BQ.1	2022-12-04	1	0.323743826	1.356173069	0.039595376	0.554625896	0.233957309	Adv
BQ.1	2022-12-11	1	0.415127745	1.282281663	0.039595376	0.554625896	0.233957309	Adv
BQ.1	2022-12-18	1	0.516340962	1.356173069	0.039595376	0.554625896	0.233957309	Adv
BQ.1	2022-12-25	1	0.617224348	1.356173069	0.039595376	0.554625896	0.233957309	Adv
BQ.1	2023-01-01	1	0.711648968	2.21211498	0.239595376	0.554625896	0.29224392	Adv
BQ.1	2023-01-08	1	0.787075435	1.356173069	0.039595376	0.554625896	0.233957309	Adv
BQ.1	2023-01-15	1	0.845208889	2.21211498	0.039595376	0.554625896	0.233957309	Adv
BQ.1	2023-01-22	1	0.886518481	1.383651981	0.039595376	0.554625896	0.233957309	Adv
BQ.1	2023-01-29	1	0.914554463	1.356173069	0.039595376	0.554625896	0.233957309	Adv
BQ.1	2023-02-05	1	0.935066144	0	0	0	0	Adv
BQ.1	2023-02-12	1	0.950547016	0	0	0	0	Adv
BQ.1	2023-02-19	1	0.963421509	0	0	0	0	Adv
BQ.1	2023-02-26	1	0.972933116	0	0	0	0	Adv
BQ.1	2023-03-05	1	0.979589495	0	0	0	0	Adv
BQ.1	2023-03-12	1	0.984660655	0	0	0	0	Adv
BQ.1	2023-03-19	1	0.988277701	0	0	0	0	Adv
BQ.1	2023-03-26	1	0.990972775	0	0	0	0	Adv
BQ.1	2023-04-02	1	0.993192445	0	0	0	0	Adv
XBB	2022-11-06	1	0.013757073	0.878230192	0.73472028	0.271028801	0.015853157	Adv
XBB	2022-11-13	1	0.017360193	1.194597293	0.73472028	0.271028801	0.015853157	Adv
XBB	2022-11-20	1	0.021692482	1.089258838	0.73472028	0.354548801	0.015853157	Adv
XBB	2022-11-27	1	0.027677692	1.41224556	0.73472028	0.321678801	0.015853157	Adv
XBB	2022-12-04	1	0.036487195	1.397945596	0.73472028	0.316718801	0.015853157	Adv
XBB	2022-12-11	1	0.048342008	1.690576627	0.73472028	0.354548801	0.015853157	Adv
XBB	2022-12-18	1	0.061485767	1.623957667	0.73472028	0.412428801	0.016006517	Adv
XBB	2022-12-25	1	0.074918105	2.629074819	1.07472028	0.412428801	0.035875723	Adv
XBB	2023-01-01	1	0.090319274	2.115375632	1.06472028	0.412428801	0.029702213	Adv
XBB	2023-01-08	1	0.108001417	2.115375632	1.07472028	0.402528801	0.035875723	Adv
XBB	2023-01-15	1	0.130262761	1.968773513	1.07472028	0.412428801	0.035875723	Adv
XBB	2023-01-22	1	0.154472655	1.676365878	1.07472028	0.412428801	0.058292365	Adv
XBB	2023-01-29	1	0.17905872	1.995115014	1.07472028	0.402528801	0.058292365	Adv
XBB	2023-02-05	1	0.204069964	2.019156796	1.07472028	0.402528801	0.035875723	Adv
XBB	2023-02-12	1	0.231718438	1.939364557	1.07472028	0.402528801	0.058292365	Adv
XBB	2023-02-19	1	0.260707473	1.890058839	1.07472028	0.402528801	0.058292365	Adv
XBB	2023-02-26	1	0.291851366	2.115375632	1.07472028	0.453178801	0.035875723	Adv
XBB	2023-03-05	1	0.323932263	2.195353236	1.07472028	0.446908801	0.318745339	Adv
XBB	2023-03-12	1	0.354390136	2.473773518	1.07472028	0.453178801	0.318745339	Adv
XBB	2023-03-19	1	0.383921693	2.473773518	1.07472028	0.466898801	0.318745339	Adv
XBB	2023-03-26	1	0.412981885	2.473773518	1.07472028	0.466898801	0.318745339	Adv
XBB	2023-04-02	1	0.444731837	2.602871475	1.07472028	0.466898801	0.318745339	Adv
XBB	2023-04-09	1	0.477071235	2.602871475	1.07472028	0.466898801	0.318745339	Adv
XBB	2023-04-16	1	0.509173104	2.736103922	1.07472028	0.514878801	0.069350545	Adv
XBB	2023-04-23	1	0.541236934	2.736103922	1.07472028	0.514878801	0.318745339	Adv
XBB	2023-04-30	1	0.572466413	2.736103922	1.07472028	0.514878801	0.318745339	Adv
XBB	2023-05-07	1	0.601525526	2.736103922	1.07472028	0.514878801	0.318745339	Adv
XBB	2023-05-14	1	0.62611683	2.736103922	1.07472028	0.514878801	0.318745339	Adv
XBB	2023-05-21	1	0.646628465	2.736103922	1.07472028	0.514878801	0.318745339	Adv
XBB	2023-05-28	1	0.6627869	2.602871475	1.07472028	0.522538801	0.318745339	Adv
XBB	2023-06-04	1	0.67707008	2.602871475	1.07472028	0.531128801	0.158432025	Adv
XBB	2023-06-11	1	0.688072843	2.602871475	1.07472028	0.522538801	0.069350545	Adv
XBB	2023-06-18	1	0.698082341	2.694357791	1.24472028	0.514878801	0.178454591	Adv
XBB	2023-06-25	1	0.70656879	2.736103922	1.23472028	0.522538801	0.178454591	Adv
XBB	2023-07-02	1	0.71582618	2.736103922	1.24472028	0.522538801	0.069845043	Adv
XBB	2023-07-09	1	0.725016734	2.736103922	1.40472028	0.522538801	0.178454591	Adv
XBB	2023-07-16	1	0.735473767	2.736103922	1.40472028	0.522538801	0.178454591	Adv
XBB	2023-07-23	1	0.748339678	2.694357791	1.40472028	0.531128801	0.318745339	Adv
XBB	2023-07-30	1	0.769733077	2.998791219	1.40472028	0.531128801	0.318745339	Adv
XBB	2023-08-06	1	0.789124787	2.765208048	1.40472028	0.522538801	0.372242727	Adv
XBB	2023-08-13	1	0.808094286	2.998791219	1.40472028	0.551988801	0.318745339	Adv
XBB	2023-08-20	1	0.821409639	2.998791219	1.50472028	0.573188801	0.372242727	Adv
XBB	2023-08-27	1	0.838245126	3.016703268	1.40472028	0.573188801	0.318134127	Adv
XBB	2023-09-03	1	0.854325945	3.016703268	1.40472028	0.588428801	0.372242727	Adv
XBB	2023-09-10	1	0.866505698	3.016703268	1.50472028	0.588428801	0.338767905	Adv
XBB	2023-09-17	1	0.875194909	3.016703268	1.50472028	0.588428801	0.372242727	Adv
XBB	2023-09-24	1	0.882431131	3.016703268	1.24472028	0.620908801	0.372242727	Adv
XBB	2023-10-01	1	0.890220446	3.016703268	1.24472028	0.620908801	0.372242727	Adv
XBB	2023-10-08	1	0.898051025	5.517194029	1.50472028	0.620908801	0.338767905	Adv
XBB	2023-10-15	1	0.905506399	5.517194029	1.50472028	0.626338801	0.338767905	Adv
XBB	2023-10-22	1	0.912537819	3.142737017	1.28472028	0.626338801	0.372242727	Adv
XBB	2023-10-29	1	0.919573091	3.253942659	1.28472028	0.628438801	0.318134127	Adv
XBB	2023-11-05	1	0.926916888	3.338593549	1.28472028	0.709858801	0.318134127	Adv
XBB	2023-11-12	1	0.935210659	3.253942659	1.28472028	0.709858801	0.290195022	Adv
XBB	2023-11-19	1	0.944282589	5.517194029	1.28472028	0.628438801	0.290195022	Adv
XBB	2023-11-26	1	0.954150838	5.517194029	1.28472028	0.628438801	0.290195022	Adv
XBB	2023-12-03	1	0.964172913	0	0	0	0	Adv
XBB	2023-12-31	1	0.993110866	0	0	0	0	Adv
XBB	2024-01-07	1	0.995750384	0	0	0	0	Adv
XBB	2024-01-14	1	0.997372879	0	0	0	0	Adv
XBB	2024-01-21	1	0.998371609	0	0	0	0	Adv
XBB	2023-12-10	1	0.973928022	0	0	0	0	Adv
XBB	2023-12-17	1	0.982444862	0	0	0	0	Adv
XBB	2023-12-24	1	0.988950151	0	0	0	0	Adv
XBB	2024-01-28	1	0.998938339	0	0	0	0	Adv
XBB	2022-10-30	1	0.011030724	1.194597293	0	0	0	Adv
XBB	2022-10-23	1	0.009082851	0.904692785	0.73472028	0.271028801	0.015853157	Adv
XBB	2022-10-09	1	0.004607474	0.876386357	0	0.075200939	0	Adv
XBB	2022-10-16	1	0.00681354	0.627181912	0	0	0	Adv
XBB	2022-10-02	1	0.002396426	0.847769564	0	0.075200939	0	Adv
