VOC	Date	InfectionProportion	HaploMax_AntigenicDistanceABS	HaploMax_ChangeACE2binding	HaploMax_ChangeCellEntry	HaploMax_ChangeImmuneEscape	AdvHaploMax_AntigenicDistanceABS	AdvHaploMax_ChangeACE2binding	AdvHaploMax_ChangeCellEntry	AdvHaploMax_ChangeImmuneEscape	Cha_AntigenicDistanceABS	Cha_ChangeACE2binding	Cha_ChangeCellEntry	Cha_ChangeImmuneEscape
Alpha	2020-11-15	0.00308411	0.375753944	0.201953255	0.438783639	0.023691546	0.268277225	0.001953255	0.254497997	0	0.107476719	0.2	0.184285643	0.023691546
Alpha	2020-11-22	0.005215636	0.375753944	0.201953255	0.355083639	0.023691546	0.201338986	0.001953255	0.254497997	0	0.174414958	0.2	0.100585643	0.023691546
Alpha	2020-11-29	0.007850183	0.393579831	0.201953255	0.338383639	0.023691546	0.393579831	0.001953255	0.254497997	0	0	0.2	0.083885643	0.023691546
Alpha	2020-12-06	0.009941754	0.430508205	0.201953255	0.573683639	0.023691546	0.430508205	0.001953255	0.254497997	3.94E-05	0	0.2	0.319185643	0.023652108
Alpha	2020-12-13	0.016507336	0.690479319	0.381953255	0.975083639	0.023691546	0.690479319	0.001953255	0.419783639	0.003628019	0	0.38	0.5553	0.020063528
Alpha	2020-12-20	0.028726601	0.539369757	0.221953255	0.931483639	0.333814023	0.430508205	0.221953255	0.573683639	0.040952604	0.108861552	0	0.3578	0.292861419
Alpha	2020-12-27	0.040115993	0.690479319	0.381953255	0.643283639	0.090545861	0.430508205	0.221953255	0.573683639	0.090545861	0.259971114	0.16	0.0696	0
Alpha	2021-01-03	0.055832964	0.720981502	0.381953255	0.931483639	0.333814023	0.720981502	0.221953255	0.573683639	0.333814023	0	0.16	0.3578	0
Alpha	2021-01-10	0.072997055	0.861822905	0.431953255	0.791583639	0.333814023	0.672000813	0.141953255	0.698883639	0.090545861	0.189822092	0.29	0.0927	0.243268162
Alpha	2021-01-17	0.094153292	0.720981502	0.681953255	0.975083639	0.333814023	0.720981502	0.221953255	0.573683639	0.333814023	0	0.46	0.4014	0
Alpha	2021-01-24	0.116574844	0.826023034	0.471953255	0.791583639	0.333814023	0.720981502	0.261953255	0.573683639	0.333814023	0.105041532	0.21	0.2179	0
Alpha	2021-01-31	0.144327018	0.901899332	0.681953255	0.888483639	0.333814023	0.720981502	0.261953255	0.573683639	0.333814023	0.18091783	0.42	0.3148	0
Alpha	2021-02-07	0.166337537	0.720981502	0.431953255	0.920683639	0.333814023	0.720981502	0.261953255	0.573683639	0.333814023	0	0.17	0.347	0
Alpha	2021-02-14	0.188130339	0.829438995	0.381953255	0.931483639	0.333814023	0.829438995	0.321953255	0.639183639	0.333814023	0	0.06	0.2923	0
Alpha	2021-02-21	0.211756075	1.300224306	0.431953255	1.167683639	0.333814023	0.720981502	0.321953255	0.731683639	0.333814023	0.579242804	0.11	0.436	0
Alpha	2021-02-28	0.23699623	1.300224306	0.681953255	1.167683639	0.333814023	0.720981502	0.321953255	0.731683639	0.333814023	0.579242804	0.36	0.436	0
Alpha	2021-03-07	0.265758744	1.500713725	0.521953255	1.167683639	0.333814023	0.720981502	0.261953255	0.731683639	0.333814023	0.779732223	0.26	0.436	0
Alpha	2021-03-14	0.299585413	1.300224306	0.681953255	0.920683639	0.333814023	0.801254679	0.351953255	0.915483639	0.333814023	0.498969627	0.33	0.0052	0
Alpha	2021-03-21	0.339490225	1.590775201	0.681953255	1.550083639	0.333896323	0.801254679	0.351953255	0.915483639	0.333814023	0.789520522	0.33	0.6346	8.23E-05
Alpha	2021-03-28	0.384909028	1.510603411	0.681953255	1.167683639	0.333814023	0.829438995	0.351953255	0.731683639	0.333814023	0.681164415	0.33	0.436	0
Alpha	2021-04-04	0.434398835	1.553630754	0.681953255	1.167683639	0.347851018	1.102845729	0.321953255	0.626883639	0.347851018	0.450785025	0.36	0.5408	0
Alpha	2021-04-11	0.48968684	1.102845729	0.551953255	1.167683639	0.347851018	1.102845729	0.261953255	0.915483639	0.347851018	0	0.29	0.2522	0
Alpha	2021-04-18	0.553729668	2.831443684	0.551953255	1.167683639	0.347851018	1.102845729	0.261953255	0.915483639	0.347851018	1.728597955	0.29	0.2522	0
Alpha	2021-04-25	0.623139987	1.102845729	0.551953255	1.167683639	0.347851018	1.102845729	0.221953255	0.915483639	0.347851018	0	0.33	0.2522	0
Alpha	2021-05-02	0.693154342	1.102845729	0.681953255	1.810283639	0.347851018	1.102845729	0.221953255	0.915483639	0.347851018	0	0.46	0.8948	0
Alpha	2021-05-09	0.758514451	1.102845729	0.681953255	1.810283639	0.347851018	1.102845729	0.141953255	0.915483639	0.347851018	0	0.54	0.8948	0
Alpha	2021-05-16	0.817988595	1.102845729	0.681953255	1.167683639	0.347851018	1.102845729	0.141953255	0.915483639	0.347851018	0	0.54	0.2522	0
Alpha	2021-05-23	0.865808138	1.102845729	0.681953255	0.975083639	0.347851018	1.102845729	0.141953255	0.731683639	0.347851018	0	0.54	0.2434	0
Alpha	2021-05-30	0.901282249	1.102845729	0.681953255	1.810283639	0.347851018	1.102845729	0.141953255	0.731683639	0.347851018	0	0.54	1.0786	0
Alpha	2021-06-06	0.926524643	1.107817039	0.551953255	1.810283639	0.347851018	1.102845729	0.141953255	0.731683639	0.347851018	0.00497131	0.41	1.0786	0
Alpha	2021-06-13	0.946318771	1.397464638	0.431953255	1.810283639	0.347851018	1.102845729	0.031953255	0.731683639	0.347851018	0.294618909	0.4	1.0786	0
Alpha	2021-06-20	0.962099041	1.292399137	0.431953255	1.810283639	0.347851018	0.632297677	0.351953255	0.731683639	0.333814023	0.66010146	0.08	1.0786	0.014036995
BA.1	2021-11-28	0.000257359	1.33835302	0.147404372	0.280370765	0.016004336	0.621762994	0.161267792	0.281816667	0.017539193	0.716590026	-0.013863421	-0.001445902	-0.001534857
BA.1	2021-12-05	0.000508679	4.678405599	0.417404372	0.655270765	0.082723024	0.685025771	0.161267792	0.281816667	0.017539193	3.993379828	0.256136579	0.373454098	0.065183831
BA.1	2021-12-12	0.001761116	4.33276077	0.417404372	0.280370765	0.106825196	0.660220724	0.161267792	0.281816667	0.017539193	3.672540046	0.256136579	-0.001445902	0.089286003
BA.1	2021-12-19	0.00859454	4.33276077	0.417404372	0.392170765	0.106825196	1.13988042	0.227404372	0.287570765	0.068055783	3.19288035	0.19	0.1046	0.038769413
BA.1	2021-12-26	0.033567238	4.33276077	0.597404372	0.406370765	0.106825196	1.413622067	0.227404372	0.287570765	0.068055783	2.919138703	0.37	0.1188	0.038769413
BA.1	2022-01-02	0.090019569	4.678405599	0.597404372	0.655270765	0.106825196	1.13988042	0.347404372	0.373670765	0.068055783	3.538525179	0.25	0.2816	0.038769413
BA.1	2022-01-09	0.184119982	4.678405599	0.907404372	0.655270765	0.106825196	2.158854941	0.757404372	0.287570765	0.068055783	2.519550658	0.15	0.3677	0.038769413
BA.1	2022-01-16	0.31430033	4.040474135	0.907404372	0.662470765	0.268723206	2.158854941	0.757404372	0.373670765	0.068055783	1.881619194	0.15	0.2888	0.200667423
BA.1	2022-01-23	0.458895095	4.570665556	0.907404372	0.662470765	0.268723206	1.626120673	0.677404372	0.373670765	0.068055783	2.944544882	0.23	0.2888	0.200667423
BA.1	2022-01-30	0.599187494	4.273322719	0.907404372	0.662470765	0.268723206	1.626120673	0.677404372	0.373670765	0.068055783	2.647202045	0.23	0.2888	0.200667423
BA.1	2022-02-06	0.715858179	4.570665556	0.677404372	0.662470765	0.268723206	2.759352196	0.677404372	0.373670765	0.068055783	1.811313359	0	0.2888	0.200667423
BA.1	2022-02-13	0.804897398	3.814115059	0.757404372	0.443070765	0.268723206	2.759352196	0.677404372	0.373670765	0.068055783	1.054762862	0.08	0.0694	0.200667423
BA.1	2022-02-20	0.865301287	3.814115059	0.757404372	0.662470765	0.268723206	2.759352196	0.677404372	0.373670765	0.068055783	1.054762862	0.08	0.2888	0.200667423
BA.1	2022-02-27	0.908532232	3.735696858	0.907404372	0.662470765	0.268723206	2.759352196	0.677404372	0.373670765	0.043888626	0.976344662	0.23	0.2888	0.22483458
BA.1	2022-03-06	0.938459488	3.523198252	0.907404372	0.502870765	0.268723206	1.112824212	0.677404372	0.373670765	0.068055783	2.41037404	0.23	0.1292	0.200667423
BA.1	2022-03-13	0.96054324	3.576210273	0.907404372	0.662470765	0.268723206	1.019838535	0.677404372	0.287570765	0.068055783	2.556371738	0.23	0.3749	0.200667423
BA.2	2021-12-19	0.000120881	2.225168087	0.217338129	2.353028777	0.059943864	2.373957941	0.217338129	2.354745324	0	-0.148789854	0	-0.001716547	0.059943864
BA.2	2021-12-26	0.000539977	4.862090608	0.457338129	2.329788777	0.18986282	2.460632045	0.217338129	2.316928777	0	2.401458564	0.24	0.01286	0.18986282
BA.2	2022-01-02	0.002708052	3.955930095	0.337338129	2.474628777	0.059943864	2.373957941	0.217338129	2.354745324	0	1.581972154	0.12	0.119883453	0.059943864
BA.2	2022-01-09	0.008819786	8.857078032	0.657338129	2.353028777	0.509290019	2.373957941	0.567338129	2.354745324	0.013137541	6.483120091	0.09	-0.001716547	0.496152478
BA.2	2022-01-16	0.018483656	8.857078032	0.337338129	2.359428777	0.326206752	2.270292113	0.337338129	2.359428777	0.013137541	6.586785919	0	0	0.313069211
BA.2	2022-01-23	0.035146518	8.857078032	0.567338129	2.390238777	0.062726672	2.210368979	0.567338129	2.359428777	0.062726672	6.646709053	0	0.03081	0
BA.2	2022-01-30	0.056761353	8.857078032	0.497338129	2.390238777	0.101113311	2.185996528	0.457338129	2.359428777	0.101113311	6.671081503	0.04	0.03081	0
BA.2	2022-02-06	0.085787558	8.857078032	0.457338129	2.581128777	0.101113311	2.289923454	0.457338129	2.359428777	0.101113311	6.567154578	0	0.2217	0
BA.2	2022-02-13	0.118135895	8.857078032	0.907338129	2.430068777	0.072031931	3.160126134	0.567338129	2.359428777	0.062726672	5.696951898	0.34	0.07064	0.009305259
BA.2	2022-02-20	0.159280747	8.857078032	0.617338129	2.472858777	0.261426625	2.264845598	0.567338129	2.359428777	0.101113311	6.592232433	0.05	0.11343	0.160313314
BA.2	2022-02-27	2.06E-01	3.76463892	0.567338129	2.472858777	0.101113311	3.160126134	0.567338129	2.360528777	0.101113311	0.604512786	0	0.11233	0
BA.2	2022-03-06	2.65E-01	4.048231518	0.617338129	2.464128777	0.101113311	3.160126134	0.567338129	2.430068777	0.101113311	0.888105384	0.05	0.03406	0
BA.2	2022-03-13	3.38E-01	6.407617518	0.907338129	2.581128777	0.681541971	3.160126134	0.907338129	2.430068777	0.101113311	3.247491385	0	0.15106	0.58042866
BA.2	2022-03-20	4.21E-01	3.833198857	0.907338129	2.581128777	0.261426625	3.160126134	0.907338129	2.515628777	0.101113311	0.673072724	0	0.0655	0.160313314
BA.2	2022-03-27	0.502278263	4.068581495	0.907338129	2.581128777	0.261426625	3.160126134	0.907338129	2.515628777	0.101113311	0.908455361	0	0.0655	0.160313314
BA.2	2022-04-03	0.573366977	4.25966649	0.907338129	2.581128777	0.261426625	3.160126134	0.907338129	2.515628777	0.101113311	1.099540356	0	0.0655	0.160313314
BA.2	2022-04-10	0.631865764	4.262319922	0.907338129	2.538028777	0.261426625	3.160126134	0.907338129	2.515628777	0.101113311	1.102193788	0	0.0224	0.160313314
BA.2	2022-04-17	0.679511404	5.496816994	0.907338129	2.581128777	0.495440963	3.160126134	0.907338129	2.441228777	0.101113311	2.336690861	0	0.1399	0.394327652
BA.2	2022-04-24	0.71890599	5.367370092	0.907338129	2.581128777	0.261426625	3.160126134	0.907338129	2.515628777	0.101113311	2.207243958	0	0.0655	0.160313314
BA.2	2022-05-01	0.752094294	4.262319922	0.907338129	2.538028777	0.261426625	3.160126134	0.907338129	2.515628777	0.119568379	1.102193788	0	0.0224	0.141858246
BA.2	2022-05-08	0.782166407	5.427293225	0.907338129	2.538028777	0.261426625	3.160126134	0.907338129	2.515628777	0.119568379	2.267167092	0	0.0224	0.141858246
BA.2	2022-05-15	0.809876598	5.619213145	0.907338129	2.581128777	0.481325824	3.773275724	0.907338129	2.515628777	0.119568379	1.845937422	0	0.0655	0.361757445
