Date	WT	BA.1	BA.2	BA.2.86	BA.4/5	BQ.1	Alpha	Delta	XBB
2023-12-24	34.0467225973672	34.0467225973672	1021.40167792101	202748.233067322	0	68.0934451947343	0	0	124917.42520974
2023-12-31	56.9667504889634	0	484.217379156189	188161.176865046	85.4501257334451	0	0	0	79895.8675607712
2024-01-07	22.8003536693192	22.8003536693192	228.003536693192	160719.693015031	22.8003536693192	0	0	0	50685.1862068965
2024-01-14	41.1842147054153	20.5921073527076	102.960536763538	138584.882483722	20.5921073527076	20.5921073527076	0	0	31155.8584246467
2024-01-21	19.4898969443319	38.9797938886639	233.878763331983	121909.305386796	97.4494847216597	19.4898969443319	0	0	19178.0585932226
2024-01-28	0	0	106.17163949554	101765.516456475	0	0	0	0	10882.5930482928
2024-02-04	15.9955130284355	0	0	90454.6261758028	15.9955130284355	0	0	0	6510.17380257325
2024-02-11	16.5543193298804	16.5543193298804	16.5543193298804	79526.9500607456	0	0	0	0	4833.86124432508
2024-02-18	0	0	18.3106971626189	72235.7003065315	0	0	0	0	3350.85758075926
2024-02-25	0	0	40.2607149541456	67778.9136253041	40.2607149541456	20.1303574770728	0	0	2013.03574770728
2024-03-03	0	0	50.0274358974359	61983.9930769231	50.0274358974359	25.0137179487179	0	0	1300.71333333333
2024-03-10	0	38.0393173471592	76.0786346943184	56412.3076258371	0	0	0	0	836.864981637503
2024-03-17	0	43.480202190396	130.440606571188	49523.950294861	43.480202190396	43.480202190396	0	0	695.683235046335
2024-03-24	0	190.988095238095	0	67705.2797619048	0	95.4940476190476	0	0	572.964285714286
2024-03-31	0	0	272.334158415842	108933.663366337	0	0	0	0	272.334158415842
