VOC	HaploName	Date	DateNum	HaploCount	OtherCount	HaploCases	OtherCases	AntigenicDistanceABS	AntigenicDistance	ChangeACE2binding	ChangeCellEntry	ChangeImmuneEscape	InfectionProportion	DailyRelativeGrowthAdvantages	InfPropGroup
Delta	534	2021-09-26	29	12	71559	571.6225693	3408728.286	0.621277024	0.138376202	0.009790558	-0.15518498	-0.000862365	0.508350769	-0.032794374	GA5
BA.4/5	116	2022-08-28	20	60	43926	6148.992134	4501677.142	0.31208019	0.082973589	0.004681262	0.081795941	-0.015097005	0.598076594	0.661534894	GA5
WT	48	2021-03-07	58	289	17623	16182.89103	986820.3758	0.930313219	-0.362829235	-0.066292988	0.231516886	-0.063406419	0.863130897	-0.714344496	GA8
BA.4/5	579	2022-11-20	32	4	18073	308.1130216	1392131.66	1.140380032	0.582107924	0.012276373	-0.45002053	0.124280983	0.900548535	1	GA9
Alpha	318	2021-02-14	14	12	19612	824.9697538	1348275.568	0.233654745	0.111459603	0.006908887	0.157160735	-0.000416814	0.188130339	0.011421633	GA1
WT	480	2020-12-13	46	52	21332	9655.216488	3960866.887	0.47042449	-0.081475048	-0.047297045	0.064347762	-0.008143497	0.611393811	-0.634560665	GA6
BA.4/5	173	2022-09-11	22	24	35297	2236.647911	3289456.721	0.462523435	0.193231723	0.005545143	-0.085011422	-0.022170941	0.673045371	-0.336086094	GA6
BA.4/5	202	2022-06-19	10	62	27794	4089.296814	1833192.188	0.401819346	0.196357449	0.001139072	0.146246198	-0.002801605	0.046113995	0.044621333	GA0
XBB	404	2023-02-19	21	5	9953	279.5040205	556380.7032	0.780273097	-0.595182811	0.028766821	0.033889067	0.004026389	0.260707473	-0.850182132	GA2
BA.2	530	2022-12-04	51	2	2940	152.0574721	223524.484	1.907861339	-0.351107056	0.165895998	-0.623102965	0.037732122	0.970005069	-0.572855776	GA9
BA.2	23	2022-10-30	46	18	1442	1376.830953	110299.4574	2.090709594	0.302742504	-0.26174231	0.570971958	0.015494713	0.962628502	0.585115199	GA9
Alpha	204	2021-05-02	25	17	48436	1520.710597	4332772.852	0.25197981	0.029459852	0.008913793	0.041681633	-0.001975135	0.693154342	0.825971358	GA6
BQ.1	61	2022-10-09	5	1	2020	89.00945656	179799.1022	0.61119332	0.520239903	0.005368629	-0.12617404	0.070159873	0.022345868	0.437873399	GA0
BA.1	744	2022-01-09	7	16	77871	2691.530364	13099510.06	0.576240202	-0.365336825	-0.074556986	0.027973722	-0.006719577	0.184119982	-0.440361124	GA1
WT	227	2021-02-07	54	65	20888	5717.727368	1837413.681	0.687981274	-0.192059524	0.817869328	-0.056576438	-0.023932955	0.822823199	-0.563948478	GA8
Alpha	240	2020-12-27	7	1	3252	216.7443106	704852.4982	0.27190963	0.180131001	0.004260682	-0.010502109	-0.000411928	0.040115993	-0.494139896	GA0
Delta	645	2021-10-03	30	1	72188	43.96191053	3173522.398	0.547957782	0.249058569	0.01634418	0.00145805	-0.001177196	0.538053734	0.825407429	GA5
BA.4/5	290	2022-09-18	23	19	38781	1420.751031	2899902.407	0.781142698	0.572617125	0.005868041	0.270156239	0.121007176	0.70374051	0.529977598	GA7
BA.2	1876	2022-05-08	21	1	47157	73.71786195	3476313.216	1.038424756	0.914434625	0.087890566	-0.161072258	0.042389873	0.782166407	1	GA7
WT	7	2020-05-17	16	22	4129	3331.05291	625178.0666	0.206234296	0.076713143	0.002319923	0.000367413	-0.000364177	0.038189071	-0.635424369	GA0
WT	186	2020-11-15	42	68	18342	14314.88032	3861228.452	0.322359398	-0.171244685	-0.050411733	0.239994936	-0.00230806	0.473410341	-0.072745892	GA4
BA.4/5	46	2022-10-02	25	59	30344	5215.279752	2682244.895	0.798153479	-0.743493817	0.008643226	0.07603372	-0.036106539	0.762127686	-0.960150597	GA7
Delta	695	2021-07-04	17	7	30950	473.6547115	2094230.474	0.517951307	-0.119009405	0.005572245	0.118991398	-0.001131923	0.087646876	-0.875913352	GA0
BA.4/5	559	2022-11-06	30	10	20823	730.1610621	1520414.38	0.710920414	0.40100856	0.012583881	0.329365973	0.080469543	0.870860115	0.026387629	GA8
Delta	327	2021-08-29	25	6	95285	279.0273933	4431187.529	0.489810757	0.058768339	0.007443305	-0.31357221	-0.000663072	0.365476009	-0.792561735	GA3
Delta	127	2021-08-22	24	6	116067	222.2783642	4299863.817	0.701314172	-0.258464431	0.006619369	-0.217451825	-0.000545633	0.323999739	0.362543544	GA3
XBB	22	2023-06-25	39	38	4700	1306.986056	161653.5385	1.249785571	-0.304968788	0.057566484	0.075695636	-0.001640718	0.70656879	-0.617444901	GA7
XBB	31	2023-05-14	33	4	7362	256.4284764	471956.6108	1.276824084	0.335277384	-0.569549569	0.036369244	0.000296852	0.62611683	1	GA6
BA.4/5	622	2022-12-04	34	10	16519	760.2873605	1255918.691	0.770450357	0.356505199	0.011718192	0.049499947	0.055575928	0.928165587	-0.329734865	GA9
BA.4/5	816	2022-07-17	14	4	64943	362.6855557	5888472.01	0.34752108	0.173551183	0.003178746	-0.377873532	-0.005671429	0.233427036	1	GA2
BA.2	1996	2022-07-03	29	3	14437	237.748872	1144126.822	0.610056087	0.307933389	0.038720937	0.263473364	0.021709457	0.9303934	-0.211464172	GA9
BA.2	1583	2022-05-08	21	5	47153	368.5893097	3476018.344	0.764645409	0.636074953	0.087898484	0.136324393	0.042393582	0.782166407	1	GA7
WT	332	2021-04-04	62	4	17352	251.2572522	1089953.96	3.099638832	1.828481138	0.16163269	-0.157479531	0.20422668	0.896255625	0.322445723	GA8
WT	301	2021-02-21	56	11	19278	658.0875465	1153328.338	0.697634915	-0.330209754	-0.065303541	0.091178125	-0.039830201	0.845237251	-0.009361034	GA8
Delta	831	2021-09-26	29	23	71548	1095.609924	3408204.299	0.583238599	0.304742059	0.009790558	0.222082055	-0.000862329	0.508350769	-0.154644937	GA5
XBB	1128	2023-05-07	32	11	7907	775.203909	557230.6644	0.621799711	0.032480709	0.049598383	-0.184899804	0.000352138	0.601525526	-0.803776464	GA6
WT	623	2020-10-11	37	6	11317	1252.279008	2362006.923	0.37189139	-0.035516	-0.035379316	-0.304470927	-0.001136999	0.327325769	0.942958028	GA3
XBB	823	2023-08-20	47	7	8327	214.7601192	255472.5018	1.42665481	0.028010999	0.321626099	-0.238475233	0.009044908	0.821409639	-0.456430049	GA8
Delta	363	2021-07-04	17	1	30956	67.66495878	2094636.464	0.439662989	-0.017215746	0.005572245	0.042252705	-0.001131987	0.087646876	0.884835346	GA0
BA.2	1371	2022-02-20	10	26	39435	3133.898501	4753280.284	0.37667336	-0.28559394	0.00352728	0.042678401	2.68E-05	0.159280747	-0.028849261	GA1
WT	48	2020-11-08	41	101	17501	21584.88339	3740168.755	0.524375253	0.053560632	-0.054863652	0.140290139	-0.002341945	0.43980667	0.56464714	GA4
WT	1238	2020-12-27	48	7	16583	1517.210175	3594270.903	0.663449868	0.07193961	-0.055629898	0.191491405	-0.009315504	0.673723403	-0.557860085	GA6
BQ.1	24	2023-01-15	19	29	11206	2832.88195	1094664.66	0.57456151	-0.322054623	0.00681887	0.184325594	0.035178899	0.845208889	1	GA8
Delta	115	2021-06-06	13	15	11889	1243.884168	985902.5914	0.348221338	0.194775232	0.007086694	0.363929542	-0.001289454	0.032392352	0.479878521	GA0
XBB	29	2023-06-25	39	9	4729	309.5493291	162650.9753	0.969006507	-0.548227239	0.057566484	0.024651799	-0.001676983	0.70656879	-0.617640489	GA7
XBB	824	2023-08-06	45	1	6946	53.60128913	372314.5543	1.12174431	0.046985498	0.355191041	-0.00091537	0.010855756	0.789124787	0.871597629	GA7
XBB	214	2023-02-19	21	3	9955	167.7024123	556492.5048	0.345737595	0.151921287	0.168808994	0.10579067	0.004472676	0.260707473	1	GA2
BA.1	192	2022-01-09	7	27	77860	4541.957489	13097659.63	0.413492148	0.067512878	-0.074556986	-0.457594508	-0.006675591	0.184119982	0.53690306	GA1
XBB	399	2023-10-22	56	10	8282	162.8321508	134857.5873	1.900610813	-0.249947212	0.203876637	0.048794512	-0.030933692	0.912537819	-0.678067571	GA9
XBB	371	2023-01-15	16	5	4371	488.4279224	426983.6898	0.510878996	0.202266819	0.167575411	0.253675951	0.006612526	0.130262761	-0.287443061	GA1
BA.2	1061	2022-03-13	13	1	66043	126.9712156	8385559.989	1.30904476	-1.291571545	0.001213736	0.026248247	-0.029247615	0.337655287	1	GA3
BA.2	110	2022-03-27	15	35	76413	4326.843613	9446488.6	0.227874144	0.140498423	-0.000596615	0.01969998	-0.000323448	0.502278263	-0.786981876	GA5
XBB	1421	2023-07-16	42	4	4780	167.8934388	200632.6594	0.995045798	-0.001445912	0.376237654	-0.066011852	0.015632049	0.735473767	-0.441145565	GA7
XBB	1085	2023-01-29	18	4	6742	279.936219	471832.4971	0.384265667	0.180391068	0.063702935	-0.020534033	0.004663845	0.17905872	0.006634542	GA1
WT	266	2021-02-07	54	23	20930	2023.195838	1841108.213	0.664175466	-0.210179344	-0.064846084	0.44632185	-0.029109012	0.822823199	-0.584833362	GA8
BA.2	1961	2022-06-19	27	13	25560	857.4332029	1685845.59	0.585826273	-0.149390006	-0.074958746	-0.201344451	-0.030913249	0.908641775	0.098864714	GA9
Delta	526	2021-08-29	25	5	95286	232.5228278	4431234.033	0.506868733	0.048184161	-0.002557219	-0.124860612	0.001143659	0.365476009	1	GA3
BA.2	20	2022-03-27	15	308	76140	38076.22379	9412739.219	0.66007228	0.005342774	0.240369822	0.182954741	0.005883889	0.502278263	0.96093629	GA5
XBB	1272	2023-09-24	52	2	11583	23.98845214	138929.1206	2.263200936	-0.275195681	-0.251918018	-0.161780138	-0.028902025	0.882431131	1	GA8
WT	744	2020-08-23	30	5	6367	1459.104072	1858023.125	0.465161771	0.17851507	-0.062258318	0.040604245	-0.001045263	0.201065043	-0.659428221	GA2
BA.4/5	587	2022-05-29	7	7	5836	405.6261755	338176.3372	0.701503917	-0.103815762	0.002758857	-0.203889009	-0.002208318	0.009290283	-0.517015751	G0
Delta	21	2021-06-13	14	54	12803	4348.142731	1030912.433	0.521102691	0.079431345	0.013174146	0.160788494	-0.00138361	0.042081863	0.006373219	GA0
BA.4/5	207	2022-06-26	11	13	37835	975.3629949	2838681.455	0.5019736	0.315083848	0.042634485	0.165863509	0.20084896	0.076156722	0.231933193	GA0
BA.4/5	257	2022-10-16	27	8	27272	691.6219487	2357739.223	0.358529314	-0.067042896	0.011559384	0.032423732	-0.048784618	0.814070009	-0.37072949	GA8
BQ.1	174	2022-11-27	12	3	13508	249.6683021	1124173.141	0.787090533	0.102381119	0.005043298	0.013501948	0.056668722	0.246422095	0.794200795	GA2
XBB	429	2023-06-11	37	6	5079	249.2978123	211030.5981	0.872757666	0.00823194	0.072591937	-0.051990064	0.000242919	0.688072843	-0.532034499	GA6
BQ.1	201	2023-01-01	17	18	18035	1777.402548	1780858.608	0.567614709	-0.278803273	0.007119038	0.20377299	0.042693178	0.711648968	-0.254367304	GA7
WT	1102	2020-10-18	38	2	11767	455.2088738	2678221.409	0.79170268	0.362694175	-0.045959725	0.469546744	-0.001664201	0.350551768	0.132204921	GA3
WT	451	2021-03-21	60	2	16555	108.3078116	896517.9108	3.156471441	1.999511365	0.242986503	-0.48848244	0.24741718	0.878654344	1	GA8
Delta	398	2021-05-23	11	1	5571	92.25586875	513957.4448	0.602262976	0.228640869	0.006412419	0.089613791	-0.000601675	0.015408415	-0.245028034	GA0
Delta	400	2021-07-11	18	8	40102	510.4406986	2558711.612	0.336505561	-0.056560203	0.005887809	-0.133196587	-0.001141686	0.111599891	-0.279968969	GA1
Delta	787	2021-08-08	22	10	89353	444.6529435	3973107.446	0.556693386	0.32825656	0.003606302	0.119577763	-0.000675696	0.244038357	1	GA2
BA.1	53	2022-01-02	6	39	53495	5726.239876	7854492.363	0.599586179	0.525511143	0.092000188	0.02996192	0.010843693	0.090019569	0.265051325	GA0
Alpha	155	2021-04-18	23	98	50864	7623.972905	3956997.529	0.759931032	-0.038487657	0.011519564	0.059366158	-0.001578391	0.553729668	-0.288240539	GA5
BA.4/5	299	2022-07-03	12	9	50068	713.2466161	3967870.175	0.450269863	0.263815216	0.001482118	0.081903211	-0.004009552	0.118143158	-0.127063092	GA1
WT	306	2020-12-06	45	7	14655	1944.983811	4071962.536	0.398738338	-0.083193522	-0.056604829	-0.226422664	-0.005873199	0.576966608	-0.926701721	GA5
WT	49	2020-11-01	40	17	12768	4613.326001	3464879.199	0.585621004	0.136824806	-0.064585843	0.28742053	-0.002633963	0.407189635	-0.567042553	GA4
WT	125	2020-09-13	33	1	7435	270.0743524	2008002.81	0.350425723	0.022053503	-0.046183432	-0.077146019	-0.000958438	0.251701561	0.669499582	GA2
WT	444	2020-07-26	26	9	6403	2410.797755	1715148.669	0.423610041	0.164615252	-0.13757486	0.300648171	-0.000581082	0.137248702	-0.648290367	GA1
XBB	53	2023-01-22	17	30	5109	2713.888171	462175.1555	0.339941683	0.108588122	0.097756373	0.184706946	0.005191503	0.154472655	0.325339872	GA1
XBB	1418	2023-07-30	44	6	5965	412.8006478	410392.644	1.063523226	-0.135718548	0.093975517	0.038414809	0.011004193	0.769733077	-0.175429828	GA7
BA.4/5	303	2023-01-01	38	7	7922	691.2121019	782254.6102	0.64840689	-0.154918871	0.009919284	-0.015062145	-0.112053042	0.972636483	0.073961892	GA9
WT	1555	2020-12-13	46	5	21379	928.3862008	3969593.717	0.40241971	-0.150111976	-0.047297045	0.389953462	-0.008143497	0.611393811	-0.34981375	GA6
Delta	349	2021-08-15	23	6	86837	293.167771	4242968.288	0.886672232	0.109786772	0.007451147	0.288618409	-0.000704013	0.283753123	-0.245385617	GA2
WT	1501	2021-01-10	50	28	27954	3627.357195	3621397.965	0.708297169	0.080844655	-0.050310914	-0.686890088	-0.015553387	0.735328698	0.002592837	GA7
BQ.1	812	2022-11-27	12	2	13509	166.4455347	1124256.364	0.544371439	0.393043905	0.005043298	-0.146313788	0.056664407	0.246422095	0.41949059	GA2
BA.4/5	82	2022-11-06	30	99	20734	7228.594515	1513915.946	0.573211746	0.047474234	0.13314896	-0.063444843	0.039121811	0.870860115	-0.468499732	GA8
WT	72	2021-07-11	76	32	4467	2041.762794	285017.3251	3.064297148	-0.088761795	0.815872635	0.451792629	0.004707225	0.982970177	-0.742886906	GA9
Delta	119	2021-07-25	20	52	63692	2807.426646	3438665.73	0.398462369	-0.015289795	0.006027077	0.255327814	-0.000955704	0.171144366	0.4609558	GA1
BA.1	14	2022-01-09	7	27	77860	4541.957489	13097659.63	1.223161921	-1.073258633	-0.074556986	0.027973722	-0.027746614	0.184119982	-0.202083552	GA1
WT	625	2020-11-15	42	1	18409	210.5129458	3875332.82	0.785082232	0.29395557	-0.050411733	0.005818195	-0.00230806	0.473410341	0.383302634	GA4
BA.4/5	562	2022-06-12	9	25	18244	1401.471742	1022738.019	0.402100866	0.19841938	0.003775248	0.015659233	-0.002795872	0.026676102	-0.095484405	GA0
WT	924	2021-01-17	51	18	27571	2203.634472	3375355.89	0.517885294	-0.179993335	-0.052717025	-0.163899432	-0.018738961	0.764614501	-0.167256798	GA7
Delta	370	2021-08-29	25	32	95259	1488.146098	4429978.41	0.607569424	0.370301403	0.007443305	0.295928932	-0.000663038	0.365476009	-0.734087072	GA3
WT	153	2021-02-21	56	30	19259	1794.784218	1152191.642	1.000917867	-0.038285082	-0.165458997	-0.046467682	-0.038765477	0.845237251	-0.917149595	GA8
BQ.1	17	2023-01-01	17	166	17887	16391.60127	1766244.41	0.523524574	-0.23642008	0.007119038	0.204312139	0.04306478	0.711648968	-0.506047207	GA7
Delta	828	2021-07-18	19	2	45603	128.0764073	2920334.201	0.508451901	0.109505604	0.005839711	0.005392699	-0.001050529	0.13893393	0.567030662	GA1
XBB	1112	2023-08-20	47	8	8326	245.4401362	255441.8218	1.15671411	-0.476671654	0.331654032	-0.008007165	0.009046881	0.821409639	-0.691278766	GA8
BA.4/5	119	2022-10-23	28	11	24203	943.5816589	2076136.99	0.975511362	0.175131845	0.010076815	0.069178791	0.09484845	0.836044905	0.199480519	GA8
XBB	333	2023-05-14	33	5	7361	320.5355955	471892.5037	1.295812686	-0.595836294	0.390977768	0.019537644	-0.110102568	0.62611683	-0.550711681	GA6
BQ.1	52	2023-01-08	18	8	15874	717.2754903	1423253.892	0.623159594	0.394328694	0.007984511	0.227616361	0.037778508	0.787075435	1	GA7
BA.4/5	75	2022-10-16	27	4	27276	345.8109743	2358085.034	1.065307331	0.818364123	0.011559384	0.341763407	0.302654837	0.814070009	1	GA8
WT	196	2020-11-29	44	9	13007	2728.333407	3943048.07	0.480875571	3.78E-06	-0.052917179	-0.440129384	-0.005198175	0.541642981	-0.1753351	GA5
Alpha	62	2020-12-20	6	1	4698	160.9796137	756282.2253	0.352408903	0.27928612	0.002264312	0.036943963	-0.000599865	0.028726601	1	GA0
WT	303	2020-09-20	34	15	7781	3944.634115	2046213.203	0.471483043	0.178110662	-0.048641611	-0.05853839	-0.000805387	0.269477864	0.287904809	GA2
WT	75	2020-10-04	36	8	9150	1921.516699	2197734.725	0.702029686	0.349001333	0.163588249	-0.329475001	0.009060048	0.306834659	1	GA3
BA.2	60	2022-06-26	28	2	18260	150.0558454	1370009.868	0.657477813	-0.109643715	-0.077276859	0.169837771	-0.031753092	0.920494197	1	GA9
Delta	419	2021-11-14	36	33	106311	1087.089064	3502106.832	0.465109723	-0.092218719	0.006653502	0.166311705	-0.001450769	0.713780976	0.801224307	GA7
Alpha	161	2021-01-03	8	2	5778	336.6683034	972634.7284	0.156542343	0.061101723	0.005858131	-0.035343497	-0.000449087	0.055832964	0.045542063	GA0
Alpha	217	2021-05-09	26	27	43889	2487.625422	4043681.19	0.36667679	0.137315996	0.009462383	-0.04148936	-0.002300943	0.758514451	-0.100222571	GA7
XBB	1147	2023-04-23	30	3	8904	207.3774939	615496.4018	0.754210203	0.264335742	0.049100707	-0.07957091	0.001769654	0.541236934	1	GA5
BA.2	400	2022-12-04	51	1	2941	76.02873605	223600.5127	1.420049412	-0.281797103	0.395870682	-0.33963731	0.079366614	0.970005069	0.618446439	GA9
BA.4/5	625	2022-09-11	22	1	35320	93.19366294	3291600.175	0.674047604	0.479519509	0.005545143	-1.39913914	0.126048048	0.673045371	0.942807956	GA6
XBB	1437	2023-04-30	31	3	9032	199.1197086	599483.0694	0.757585111	0.236980915	0.046903154	0.078641027	7.56E-05	0.572466413	0.382007227	GA5
Alpha	43	2021-01-03	8	3	5777	505.0024551	972466.3943	0.312475439	0.217234133	0.005858131	0.029579279	-0.000449087	0.055832964	-0.011831574	GA0
XBB	1391	2023-02-12	20	8	9173	462.6233861	530455.5401	0.453878315	0.267732921	0.03045311	0.098621316	0.004589752	0.231718438	-0.177173622	GA2
BA.4/5	71	2022-09-25	24	1	34508	82.04616569	2831249.086	0.440688187	0.114103825	0.007492248	0.076082786	-0.030891132	0.733695154	1	GA7
XBB	187	2023-10-01	53	5	10204	73.25588658	149500.6133	1.630215623	-0.07928256	-0.11586976	-0.670572408	-0.034296153	0.890220446	-0.572932613	GA8
Delta	655	2021-07-11	18	5	40105	319.0254366	2558903.027	0.416970025	0.023802742	0.005887809	-0.075987034	-0.001141695	0.111599891	0.616475747	GA1
XBB	340	2023-03-12	24	25	10342	1410.40193	583455.0705	0.303579165	0.054847776	0.022701842	-0.058763628	0.002845422	0.354390136	-0.141313562	GA3
WT	76	2021-06-27	74	31	4996	2272.683647	366268.6291	1.653266733	0.177450595	0.51276513	-0.237880199	-0.002550982	0.977486644	-0.879829894	GA9
Delta	674	2021-06-20	15	1	12689	90.22720711	1144893.031	0.514680448	0.296705326	0.006022065	0.235303258	-0.001822251	0.052798323	-0.496528692	GA0
BA.4/5	207	2023-01-01	38	13	7916	1283.679618	781662.1427	0.776939757	-0.018898434	0.049984195	0.074708569	0.092171043	0.972636483	-0.320915776	GA9
Alpha	249	2021-03-28	20	12	49833	676.9031851	2811009.702	0.252021654	0.06462839	0.008578393	-0.24644271	-0.001406422	0.384909028	0.404126652	GA3
WT	323	2020-12-06	45	9	14653	2500.693472	4071406.827	0.504598038	0.023632225	-0.056604829	0.064116265	-0.005873199	0.576966608	-0.357797502	GA5
Delta	817	2021-08-22	24	5	116068	185.2319702	4299900.864	0.375630759	-0.00296122	0.006619369	-0.349956546	-0.000545634	0.323999739	-0.238273961	GA3
Delta	27	2021-07-18	19	54	45551	3458.062997	2917004.215	0.601103136	-0.305731893	0.005839711	-0.092411567	-0.001050411	0.13893393	-0.279101819	GA1
BQ.1	99	2022-11-27	12	1	13510	83.22276735	1124339.587	0.763269143	0.132980349	0.045046258	0.465232133	0.056660093	0.246422095	1	GA2
WT	1511	2021-05-02	66	1	12299	89.45356453	1100189.39	2.584114718	1.340444972	-0.413956213	-0.3552827	0.145920162	0.935318635	-0.185668921	GA9
Delta	735	2021-05-16	10	5	3308	487.6547722	322632.3973	0.5605718	0.342476543	0.004243888	0.208725233	-0.00110535	0.010597172	-0.732139667	GA0
Delta	173	2021-10-10	31	23	76694	891.7193974	2973457.716	0.559207714	0.056942226	0.008761031	0.039734321	-0.001080472	0.565892129	-0.113694672	GA5
BA.1	662	2022-02-27	14	5	49927	602.7518152	6018717.976	0.52992217	-0.281545909	0.048909874	0.030142003	0.004981864	0.908532232	1	GA9
Delta	64	2021-08-15	23	666	86177	32541.62258	4210719.833	0.463105523	0.079325667	0.007451147	0.204227303	-0.000702804	0.283753123	-0.192510131	GA2
WT	95	2021-07-11	76	4	4495	255.2203493	286803.8675	2.928540113	-1.2341669	0.502517564	0.123641411	-0.278192019	0.982970177	0.113970164	GA9
XBB	22	2023-03-26	26	237	9206	14005.32709	544021.2708	0.817767865	-0.059478632	0.03055279	0.086540201	0.004068588	0.412981885	-0.252205899	GA4
WT	99	2021-03-21	60	2	16555	108.3078116	896517.9108	3.157259781	1.999511412	0.242986503	-0.181045398	0.24741718	0.878654344	1	GA8
BA.1	452	2022-02-06	11	11	87529	2041.270881	16242763.54	0.44537341	0.340172589	0.064610044	0.033026148	0.007378246	0.715858179	1	GA7
Alpha	94	2021-02-21	15	2	24445	119.6522812	1462450.007	0.32414865	0.192002491	0.006814333	0.118341488	-0.000435263	0.211756075	0.39603195	GA2
BA.4/5	563	2022-08-21	19	12	44291	1352.542291	4992120.884	1.682847772	-1.639433754	0.004972801	-0.019477699	-0.013064184	0.55038513	-0.053292221	GA5
Alpha	361	2021-05-09	26	35	43881	3224.699621	4042944.116	0.347930965	0.118454666	-0.841214939	-0.450629111	0.080786672	0.758514451	-0.103307734	GA7
Alpha	298	2021-02-07	13	17	15473	1495.405619	1361083.009	0.23647921	0.116750772	0.009328599	0.023520551	-0.000626947	0.166337537	-0.587976325	GA1
Alpha	446	2021-03-21	19	6	45611	324.9234349	2470013.798	0.387195503	0.214487543	-0.062689129	0.590053815	0.12742479	0.339490225	0.574729386	GA3
XBB	426	2023-09-24	52	14	11571	167.919165	138785.1899	1.64035004	0.124073955	-0.242088644	0.1078589	-0.028897038	0.882431131	-0.464363339	GA8
Delta	366	2021-10-17	32	4	70407	167.0308935	2940036.029	0.573774872	0.075722639	0.008266748	0.247385403	-0.001177826	0.593410933	0.087703546	GA5
BA.2	706	2022-04-10	17	116	58780	13319.3556	6749238.985	0.330077154	0.182788397	-0.005387632	-0.467057955	-0.0022079	0.631865764	-0.330287067	GA6
BA.2	234	2022-03-13	13	8	66036	1015.769725	8384671.191	0.666305527	0.599090581	0.121228255	-0.626030646	0.054822178	0.337655287	1	GA3
Alpha	217	2021-06-20	32	8	10819	721.8176569	976168.1538	0.396784904	0.107686496	0.014825898	-0.037957972	-0.003530646	0.962099041	0.301404152	GA9
BA.2	1371	2022-01-02	3	1	1706	146.8266635	250486.2879	0.906965948	-0.201655959	0.068148799	0.674680902	-0.012837874	0.002708052	-0.003294321	G0
XBB	334	2023-04-16	29	6	9417	392.5082527	616041.7025	0.630988605	0.155689668	0.038018678	0.099368352	0.001803356	0.509173104	-0.390235948	GA5
Delta	738	2021-10-17	32	1	70410	41.75772337	2940161.302	0.616742052	0.31263573	-0.431739501	0.056766805	-0.001177834	0.593410933	-0.395060663	GA5
Delta	534	2021-07-25	20	4	63740	215.9558959	3441257.201	0.596310192	0.181605187	0.006027077	-0.152062635	-0.000955853	0.171144366	0.355403587	GA1
BA.1	15	2022-01-23	9	112	106925	21066.35576	20111786.52	0.515668732	0.414615104	0.074785614	0.001046149	0.008642891	0.458895095	0.787770344	GA4
WT	652	2021-04-04	62	9	17347	565.3288175	1089639.889	2.021660579	0.015058898	0.4618938	-0.177351495	-0.138046583	0.896255625	-0.321475679	GA8
WT	2	2020-03-15	7	3009	1985	50269.02722	33161.85411	0.173965728	0.129220862	0.003506207	0.02219998	-5.16E-05	0.001071632	0.153994119	G0
XBB	87	2023-02-05	19	5	7604	315.5979119	479961.3045	0.328297966	0.131457989	0.046448942	0.056981518	0.006251192	0.204069964	1	GA2
BA.1	88	2022-01-02	6	7	53527	1027.786644	7859190.816	0.493978245	0.419726367	0.091946873	0.022659164	0.010836641	0.090019569	1	GA0
WT	673	2021-04-25	65	15	12490	1326.940959	1104899.505	2.818204979	0.582926628	0.15398142	-0.397116635	0.184073913	0.925778448	-0.827120349	GA9
Delta	861	2021-12-05	39	48	116962	1710.452181	4167873.082	0.579900257	-0.029283346	0.005529955	0.330064246	-0.0016513	0.826093234	0.467588364	GA8
BQ.1	92	2022-11-27	12	4	13507	332.8910694	1124089.919	0.444588095	0.292994929	0.005043298	0.099719546	0.056673037	0.246422095	1	GA2
Delta	438	2021-07-04	17	2	30955	135.3299176	2094568.799	0.457972797	0.231578365	0.005572245	0.295962227	-0.001131976	0.087646876	1	GA0
WT	189	2021-03-14	59	40	16986	2099.630469	891608.0788	1.973960982	0.587583617	-0.007072139	0.245612269	0.015689043	0.870879968	0.160599298	GA8
Delta	527	2021-06-06	13	1	11903	82.92561119	987063.55	0.423404518	0.268871649	0.007086694	0.194246087	-0.001289569	0.032392352	1	GA0
Alpha	420	2021-06-06	30	7	18837	580.4792783	1562069.738	0.34438307	0.067657617	0.018318298	0.076930771	-0.003672179	0.926524643	-0.874436853	GA9
XBB	160	2022-12-18	12	5	2716	463.7857928	251928.4427	1.024564528	-0.209384106	0.568478501	0.322273514	0.01838216	0.061485767	-0.170325399	GA0
WT	153	2020-06-28	22	2	4557	514.3816626	1172018.618	0.564261568	0.404699161	-0.121618776	-0.126766338	0.000495459	0.084918745	1	GA0
BA.4/5	47	2022-12-11	35	60	13710	5283.745078	1207335.75	0.566250364	-0.129236007	0.010869281	-0.005072813	-0.094114553	0.940994742	-0.187465709	GA9
XBB	1081	2023-02-19	21	1	9957	55.9008041	556604.3064	0.353313891	0.159503713	0.028766821	-0.172731775	0.004023042	0.260707473	1	GA2
BA.2	2158	2022-06-05	25	9	38647	517.2753507	2221237.831	0.852766301	0.704369912	0.052022311	0.116722715	0.028446298	0.876799702	0.785506516	GA8
WT	215	2020-10-11	37	2	11321	417.4263361	2362841.775	0.572178516	0.165779433	-0.065384607	-0.004585955	0.260916706	0.327325769	1	GA3
BA.2	129	2023-02-12	61	6	2146	346.9675396	124098.7233	1.3723021	0.608804441	-0.398217891	0.64109815	0.015173877	0.991644087	0.252949931	GNintyNine
WT	1096	2021-02-28	57	1	19208	55.2182781	1060632.686	1.866341581	0.78465719	0.145495987	0.930589656	0.22190541	0.854434157	1	GA8
BA.2	16	2022-07-31	33	1	2540	122.7085427	311679.6984	3.692499469	1.769238472	0.31157637	0.040384426	0.115002628	0.951768828	1	GA9
BA.2	1370	2022-02-13	9	27	23455	4299.765924	3735222.583	0.620647728	0.04934465	-0.072735472	-3.419222289	0.002423016	0.118135895	-0.750529299	GA1
