VOC	HaploName	Date	DateNum	HaploCount	OtherCount	HaploCases	OtherCases	AntigenicDistanceABS	AntigenicDistance	ChangeACE2binding	ChangeCellEntry	ChangeImmuneEscape	InfectionProportion	DailyRelativeGrowthAdvantages	InfPropGroup
WT	1105	2020-08-30	31	8	6646	2276.51695	1891216.456	0.484205192	0.24078459	0.571407342	-0.467135066	0.000297558	0.217482951	-0.963459088	GA2
WT	1556	2021-01-17	51	28	27561	3427.875845	3374131.649	1.002354741	0.328186606	0.147478693	-0.620155621	-0.008644273	0.764614501	-0.999512479	GA7
WT	296	2020-03-15	7	1	4993	16.70622373	83414.17511	0.276385689	0.231718431	0.003506207	-0.31216696	-5.16E-05	0.001071632	-0.249868571	G0
Delta	639	2021-08-08	22	1	89362	44.46529435	3973507.633	0.684702656	0.268269388	0.003606302	-0.055531435	-0.000675756	0.244038357	-0.1372769	GA2
XBB	1597	2023-10-15	55	9	8693	148.0639328	143013.3076	1.559525818	-0.47043072	0.176708835	0.005639622	-0.025582902	0.905506399	-0.797967793	GA9
WT	1234	2020-09-27	35	6	9717	1301.288811	2107437.23	0.413319448	0.047043803	-0.037705441	0.053415273	-0.000851133	0.287762101	-0.001699178	GA2
Delta	801	2021-10-31	34	25	90365	857.2778017	3098716.342	0.517309293	-0.016221337	0.006802633	-0.800192278	-0.00149067	0.650504522	0.61283516	GA6
BA.2	480	2022-10-30	46	3	1457	229.4718254	111446.8166	1.912773148	0.199355206	-0.688071887	0.472144737	-0.072569767	0.962628502	-0.458159829	GA9
BA.2	163	2022-05-15	22	6	51255	374.9452494	3202969.793	0.571630347	0.268311404	0.199444404	-0.228547753	-0.011576436	0.809876598	1	GA8
BA.4/5	478	2022-07-17	14	31	64916	2810.813056	5886023.883	0.736870481	0.075435754	0.003178746	0.097680695	-0.005671429	0.233427036	0.260543056	GA2
WT	736	2020-05-03	14	1	5223	106.3610845	555523.9445	0.309362711	0.186005672	0.017216692	-0.083910672	-0.00117122	0.027718424	-0.337322499	GA0
XBB	1588	2023-07-16	42	5	4779	209.8667985	200590.6861	1.035094778	-0.078316341	0.036028428	-0.025093136	-0.004401649	0.735473767	-0.800850727	GA7
BQ.1	590	2022-12-04	13	5	19195	380.1436802	1459371.588	0.444379373	0.280279462	0.007024479	0.151690084	0.054741083	0.323743826	-0.577523799	GA3
XBB	685	2023-04-30	31	16	9019	1061.971779	598620.2173	0.726903562	-0.217898677	0.046903154	0.173581079	8.08E-05	0.572466413	-0.581404705	GA5
BA.4/5	493	2022-07-10	13	33	58675	2814.942151	5005052.446	0.354570021	0.18202398	0.002411596	-1.650873242	-0.004495454	0.17112491	-0.288781159	GA1
Alpha	324	2021-01-31	12	1	19156	89.68106269	1717930.437	0.237279259	0.101674003	0.006579318	-0.224177863	-0.000620422	0.144327018	1	GA1
BA.4/5	333	2022-05-08	4	1	980	73.71786195	72243.50471	0.499696728	-0.381368564	0.00440367	0.076217027	-0.001600127	0.002323416	-0.021834281	G0
Delta	647	2021-10-17	32	10	70401	417.5772337	2939785.483	0.535158625	0.036930286	0.008266748	0.09329145	-0.001177811	0.593410933	-0.709841406	GA5
WT	246	2020-10-25	39	59	13364	13461.50539	3049145.05	0.682979784	0.390147884	-0.049019593	0.02704574	-0.001738398	0.377106709	-0.322508189	GA3
Alpha	232	2021-04-18	23	12	50950	933.5477026	3963687.954	0.232402592	-0.22570087	0.011519564	0.304367298	-0.001578408	0.553729668	-0.023911968	GA5
XBB	149	2023-03-12	24	4	10363	225.6643089	584639.8082	1.50716093	0.062153615	-0.237396898	0.154370372	0.002222373	0.354390136	1	GA3
WT	108	2020-05-24	17	38	3854	6625.089648	671923.5659	0.386873327	0.249756203	0.000768243	0.177001208	-0.00058888	0.044072562	-0.999625912	GA0
Delta	726	2021-09-26	29	8	71563	381.0817129	3408918.827	0.70338036	-0.288166661	0.009790558	0.221744108	-0.000862378	0.508350769	0.943127526	GA5
XBB	1595	2023-06-11	37	2	5083	83.09927076	211196.7966	1.119803337	0.000468902	-0.187480066	-0.016604974	-0.000373015	0.688072843	-0.001423052	GA6
BA.1	150	2022-01-30	10	6	91475	1281.171396	19532525.58	0.445749245	0.347621586	0.067832705	0.011455676	0.008356863	0.599187494	0.133692744	GA5
Alpha	266	2021-03-07	17	1	31797	55.99616273	1780509.986	0.233633159	0.07145875	0.006106044	0.406537049	-0.000598162	0.265758744	0.83256138	GA2
XBB	833	2023-02-19	21	3	9955	167.7024123	556492.5048	0.549598842	0.357690447	0.028766821	-0.156078021	0.004024715	0.260707473	0.07238259	GA2
BA.4/5	537	2022-07-24	15	60	61994	6214.132246	6420648.575	0.271414085	0.095944608	0.003095369	0.269960267	-0.006769835	0.301421338	-0.333619188	GA3
WT	416	2020-11-01	40	1	12784	271.3721177	3469221.153	0.332702835	-0.117411321	-0.064585843	-0.45663274	-0.002633963	0.407189635	1	GA4
XBB	771	2023-07-23	43	4	4955	199.2796074	246857.6137	1.277339839	-0.023242774	-0.595372994	-0.064059214	-0.006634602	0.748339678	0.673782222	GA7
BA.4/5	32	2022-09-18	23	83	38717	6206.438714	2895116.719	0.36455584	0.064670453	0.005868041	0.030997761	-0.02727136	0.70374051	-0.54390528	GA7
WT	66	2020-07-05	23	1	5717	228.1238129	1304183.838	0.268239959	0.096498614	-0.040001749	-0.167819377	-0.000453005	0.096228909	1	GA0
BA.2	2735	2022-02-20	10	4	39457	482.1382309	4755932.044	0.179499098	0.116792689	0.00352728	-0.046780667	0.000392686	0.159280747	-0.428296369	GA1
BQ.1	33	2022-12-25	16	69	19720	6640.829359	1897929.782	0.511886973	0.31424125	0.006118551	0.026064951	0.042934553	0.617224348	0.28282616	GA6
Delta	417	2021-10-10	31	6	76711	232.6224515	2974116.813	1.015916925	0.75704381	0.008761031	0.254118137	-0.001080506	0.565892129	1	GA5
BA.4/5	630	2022-10-30	29	12	23123	917.8873018	1768692.34	0.551255126	0.248951973	0.012624595	-4.457510078	0.085836948	0.854766857	0.104761248	GA8
XBB	1076	2023-10-08	54	6	9739	92.58053235	150273.6341	1.8603186	0.204628635	-0.202650833	0.048267916	-0.040269666	0.898051025	-0.720422897	GA8
Delta	227	2021-10-17	32	86	70325	3591.16421	2936611.896	0.500044239	0.202747894	0.008266748	0.243595835	-0.001177614	0.593410933	-0.088419908	GA5
WT	13	2021-06-20	73	5	5247	451.1360356	473422.1557	2.865685765	-1.287996656	-0.251761376	-0.062937964	-0.163050949	0.974291134	-0.615623187	GA9
BA.1	682	2022-01-30	10	9	91472	1921.757094	19531884.99	0.498499862	0.08487261	-0.092171489	0.004254582	-0.008215368	0.599187494	0.143287267	GA5
BA.4/5	261	2022-09-25	24	75	34434	6153.462427	2825177.669	0.47193658	-0.402362938	0.007492248	0.079872324	-0.030891132	0.733695154	-0.929934449	GA7
BA.2	624	2022-10-09	43	1	1112	89.00945656	98978.51569	5.344366644	-0.155090147	0.199766753	0.343924362	-0.126875953	0.959810013	0.445940769	GA9
BA.1	31	2022-03-13	16	39	24178	4951.877407	3069910.05	0.464906053	-0.079268816	-0.120603295	0.286428187	-0.012922589	0.96054324	-0.593745733	GA9
Delta	687	2021-11-28	38	15	94110	643.9354955	4040051.299	0.603135528	0.230301961	0.005705498	0.293074855	-0.001163811	0.787068056	0.418575658	GA7
WT	1266	2021-04-11	63	2	16147	145.1812212	1172120.589	2.176440125	0.118982756	-0.177939324	0.148966855	0.098077709	0.906419989	0.240387692	GA9
Delta	543	2021-11-14	36	12	106332	395.305114	3502798.616	0.823789423	-0.345360471	0.006653502	-0.59242887	-0.001450781	0.713780976	-0.172413587	GA7
Alpha	220	2021-03-07	17	15	31783	839.942441	1779726.04	0.401738944	0.239866294	0.006106044	0.046430824	-0.000598156	0.265758744	-0.249343826	GA2
Delta	186	2021-05-30	12	1	9517	86.93795048	827388.4747	0.498619685	0.077226132	0.095782727	0.251628052	-0.000371951	0.023153163	0.715453279	GA0
WT	676	2020-03-08	6	2	1695	33.32116932	28239.69099	0.19616486	0.119595536	0.003394225	0.036181438	-0.000748651	0.000348228	1	G0
XBB	1594	2023-07-23	43	1	4958	49.81990185	247007.0734	1.410275615	-0.042685169	0.015041606	-0.142775833	-0.006026662	0.748339678	1	GA7
BA.4/5	43	2022-10-02	25	171	30232	15115.47182	2672344.703	0.602963389	0.255301446	-0.232700568	0.180816399	0.134868961	0.762127686	-0.006432614	GA7
XBB	427	2023-04-23	30	1	8906	69.12583129	615634.6534	1.479962624	0.543220144	-0.210924924	0.157932402	0.001157388	0.541236934	1	GA5
XBB	207	2023-01-22	17	8	5131	723.7035122	464165.3401	0.552697468	-0.34395144	0.097756373	0.105105159	0.005107194	0.154472655	0.206702189	GA1
XBB	1539	2023-04-23	30	4	8903	276.5033251	615427.2759	0.665827668	-0.411247294	0.049100707	0.045571218	-0.010521495	0.541236934	-0.630506037	GA5
Delta	14	2021-11-28	38	3768	90357	161756.5965	3878938.638	0.709794447	0.433480283	0.005705498	0.199660526	-0.001150227	0.787068056	-0.534914185	GA7
BA.4/5	17	2022-11-20	32	147	17930	11323.15354	1381116.619	0.911499595	0.353801814	0.052592886	0.054868826	0.178562757	0.900548535	0.381933502	GA9
Delta	786	2021-08-29	25	17	95274	790.5776144	4430675.978	0.469926939	0.011755747	0.007443305	-0.08475328	-0.000663057	0.365476009	-0.278033921	GA3
XBB	413	2023-04-09	28	13	8875	908.2965088	620087.0397	0.627699937	0.195348193	0.048737624	-0.032692289	0.003791514	0.477071235	-0.385393106	GA4
BQ.1	31	2023-01-22	20	7	8614	633.2405732	779247.7568	0.775770719	-0.695064824	0.006283494	-0.066012425	-0.115366549	0.886518481	0.302868309	GA8
WT	319	2021-01-24	52	12	25320	1365.269259	2880718.137	0.527996895	-0.2156286	-0.056299937	0.166859944	-0.020670643	0.789604179	-0.420460597	GA7
Delta	33	2021-09-05	26	835	93496	37446.28354	4192907.456	0.508810283	0.083191127	0.007254455	-0.38736913	-0.000823667	0.405069965	-0.403208892	GA4
WT	1082	2021-03-14	59	1	17025	52.49076174	893655.2185	3.040130201	2.028248757	0.242798323	-1.072846383	0.264337595	0.870879968	1	GA8
WT	1127	2021-05-23	69	4	7598	369.023475	700960.0908	2.905317735	-0.811384068	0.368739486	0.204360286	-0.241580555	0.956925642	-0.335343687	GA9
Alpha	215	2021-05-23	28	11	32077	1014.814556	2959291.502	0.359826511	0.106539825	0.011903204	-0.107545378	-0.003542018	0.865808138	-0.581541522	GA8
BQ.1	619	2023-01-08	18	19	15863	1703.529289	1422267.638	0.873951156	0.112943165	0.007984511	-0.177745925	-0.110455252	0.787075435	-0.730565114	GA7
XBB	1290	2023-10-01	53	12	10197	175.8141278	149398.0551	1.162042358	-0.078646486	0.384273948	0.042211544	-0.013652902	0.890220446	-0.834432553	GA8
Delta	687	2021-11-21	37	12	101468	448.1135662	3789098.944	0.592363708	0.239783788	0.006557253	0.298915282	-0.001551263	0.749249206	0.599254974	GA7
WT	130	2021-03-14	59	5	17021	262.4538087	893445.2555	3.086473445	2.07735362	0.242858072	-0.484249451	0.264404174	0.870879968	1	GA8
Alpha	324	2021-01-17	10	2	10696	244.8482747	1309448.573	0.23699805	0.101479426	0.004285848	-0.19384007	-0.000718566	0.094153292	0.420528937	GA0
WT	607	2021-06-20	73	1	5251	90.22720711	473783.0646	1.948654128	0.822051305	-0.001816206	-0.238695599	0.08571162	0.974291134	-0.165582307	GA9
WT	477	2020-12-06	45	7	14655	1944.983811	4071962.536	1.209773483	0.758205518	0.013427971	-0.122870356	0.08881043	0.576966608	0.840290329	GA5
BA.4/5	17	2022-08-28	20	1	43985	102.4832022	4507723.651	0.769533487	0.541512653	0.044682169	0.117776502	0.240404178	0.598076594	1	GA5
Delta	529	2021-07-25	20	5	63739	269.9448698	3441203.212	0.643031706	0.412014852	0.006027077	0.171651801	-0.00095585	0.171144366	1	GA1
Alpha	148	2021-01-10	9	2	8200	259.0969425	1062297.464	0.187637069	0.072581907	0.005309681	0.000665812	-0.000598892	0.072997055	1	GA0
BA.2	2178	2022-05-01	20	56	50192	4275.810764	3832348.105	0.682178201	0.412261841	0.327338042	0.073298022	-0.001762173	0.752094294	-0.043492917	GA7
WT	319	2020-11-22	43	4	13763	1139.989518	3922418.935	0.389080686	-0.078230672	-0.048535629	0.132038397	-0.003271723	0.50743034	0.048425657	GA5
BA.2	367	2022-12-04	51	5	2937	380.1436802	223296.3978	1.469235001	0.185182185	0.396036221	-0.501170711	0.079649062	0.970005069	-0.004703115	GA9
Alpha	115	2021-05-16	27	53	37697	5169.140586	3676624.39	0.362461737	0.123513013	0.008712848	-0.468863332	-0.002682292	0.817988595	-0.417752953	GA8
XBB	1153	2023-11-26	61	5	7288	129.9153081	189364.553	1.560156456	-0.186372402	0.168509594	-0.153851053	0.228546867	0.954150838	-0.745369411	GA9
BA.2	389	2022-12-11	52	2	3227	176.1248359	284177.4228	1.511489326	0.162992646	0.42342314	-0.402384412	0.074269482	0.972464839	0.600067484	GA9
XBB	846	2023-04-09	28	9	8879	628.82066	620366.5155	0.507939676	0.073553513	0.048737624	0.130762538	0.003788475	0.477071235	-0.274263075	GA4
BA.1	323	2022-02-13	12	7	77842	1114.754129	12396384.41	0.521220189	0.418587646	0.056410149	0.02332541	0.006489318	0.804897398	1	GA8
BA.4/5	315	2022-10-23	28	43	24171	3688.546485	2073392.025	0.508467358	0.061055923	0.010076815	-0.023735183	-0.053417462	0.836044905	-0.582331507	GA8
WT	191	2020-03-22	8	9	9653	180.3353999	193419.735	0.22688639	0.178323033	0.001720141	-0.565585187	-0.000116664	0.00275028	-0.735935546	G0
WT	475	2021-02-28	57	1	19208	55.2182781	1060632.686	1.912029374	0.789638626	0.555515623	0.324557386	-0.052180519	0.854434157	1	GA8
WT	465	2021-02-07	54	4	20949	351.8601457	1842779.548	3.086737689	2.368469223	0.255211647	-0.323007248	0.314419607	0.822823199	-0.050605434	GA8
BA.4/5	471	2022-11-20	32	4	18073	308.1130216	1392131.66	0.561101877	-0.053407627	0.012276373	-0.072875851	-0.078940169	0.900548535	0.698070787	GA9
BQ.1	14	2022-11-13	10	7	9759	492.1960659	686191.6297	0.515692154	-0.124905132	0.006573828	0.20563194	0.059948388	0.1397126	0.164192604	GA1
BA.2	740	2022-05-29	24	8	44253	463.572772	2564310.735	0.556434644	0.397638208	0.058530683	0.111804195	0.03039748	0.857580647	-0.67916629	GA8
BA.4/5	107	2022-06-19	10	36	27820	2374.430408	1834907.054	0.396806619	0.191006222	0.001139072	0.053761241	-0.002801605	0.046113995	0.470411453	GA0
Alpha	474	2021-05-09	26	30	43886	2764.028247	4043404.788	0.481061233	0.251674205	0.009462383	-0.030587179	-0.002300942	0.758514451	-0.788496767	GA7
Delta	663	2021-08-01	21	6	82386	277.7957523	3814413.474	0.419945073	0.000369841	0.00668026	-0.389779642	-0.000853948	0.206847934	0.097175876	GA2
Alpha	101	2021-03-07	17	4	31794	223.9846509	1780341.998	0.424476537	0.269466821	0.006106044	-0.548646991	-0.00059816	0.265758744	-0.690431797	GA2
Delta	869	2021-08-01	21	3	82389	138.8978761	3814552.372	0.610446449	-0.319674743	0.00668026	-0.168861226	-0.000853956	0.206847934	0.327969616	GA2
BA.4/5	42	2022-09-25	24	86	34423	7055.970249	2824275.162	0.755578689	0.439359666	-0.152902828	-0.119243106	0.057201978	0.733695154	0.245376351	GA7
WT	339	2020-03-15	7	1	4993	16.70622373	83414.17511	0.303500843	0.008933932	0.003506207	-0.56521755	-5.16E-05	0.001071632	-0.730411735	G0
WT	88	2020-03-22	8	6	9656	120.2235999	193479.8468	0.26446147	0.215531459	0.001720141	-0.664564953	-0.000116664	0.00275028	1	G0
XBB	395	2023-08-13	46	2	7526	96.77488567	364163.8948	1.855104262	0.262269158	-0.001925799	-0.107390536	-0.009788994	0.808094286	-0.611032321	GA8
Delta	497	2021-11-14	36	26	106318	856.4944138	3502337.426	0.488217632	-0.069091008	0.006653502	-0.317124801	-0.001450773	0.713780976	-0.006190953	GA7
WT	1	2021-06-20	73	12	5240	1082.726485	472790.5653	2.285805628	-2.285805628	-0.321824067	0.339143145	-0.257774991	0.974291134	1	GA9
BA.4/5	107	2022-09-18	23	130	38670	9720.928107	2891602.23	0.417641	0.118818947	0.005868041	0.048688664	-0.02727136	0.70374051	-0.058171443	GA7
Alpha	488	2021-06-13	31	7	15211	563.6481318	1224807.39	0.325047419	0.039296936	0.018625969	0.082773309	-0.004091827	0.946318771	-0.467032427	GA9
BA.1	106	2022-03-13	16	4	24213	507.8848623	3074354.042	0.394371632	0.272109154	0.039401704	0.241342815	0.003648452	0.96054324	1	GA9
BQ.1	251	2023-01-01	17	6	18047	592.4675159	1782043.543	0.848802091	-0.556109599	0.007119038	0.203729663	0.042663315	0.711648968	1	GA7
BA.2	1434	2022-05-01	20	28	50220	2137.905382	3834486.01	1.033138266	-0.33825511	0.21708288	0.165410101	-0.002431329	0.752094294	0.763026995	GA7
BA.4/5	822	2022-05-22	6	1	3156	63.45359345	200259.5409	0.338113426	0.120008122	0.003325942	-0.023872652	-0.001490251	0.005708187	-0.479045543	G0
BA.4/5	174	2022-05-29	7	4	5839	231.786386	338350.177	0.596544472	-0.220844865	0.002758857	0.323284877	-0.002208318	0.009290283	0.188040426	G0
WT	692	2021-04-18	64	3	14476	233.3869257	1126169.712	2.956119503	1.57727348	0.170552419	-0.69213966	0.175815993	0.916186692	0.818249792	GA9
WT	184	2021-04-25	65	2	12503	176.9254611	1106049.52	2.348724999	-0.590554287	-0.426142174	0.166509229	-0.180423366	0.925778448	-0.683096043	GA9
XBB	371	2023-04-16	29	5	9418	327.0902105	616107.1206	0.584260784	0.108878309	0.038018678	0.112738931	0.00180276	0.509173104	-0.263459604	GA5
BA.2	50	2022-03-20	14	101	78826	12259.02005	9567618.951	0.34012253	-0.282851391	-9.52E-05	0.019973898	0.000230094	0.420524996	0.74830772	GA4
XBB	1406	2023-04-30	31	1	9034	66.3732362	599615.8158	0.498936706	-0.03289997	0.046903154	-0.165883675	7.48E-05	0.572466413	1	GA5
Delta	49	2021-07-25	20	1	63743	53.98897397	3441419.168	0.906047765	-0.902099873	0.006027077	-0.098859298	-0.000955862	0.171144366	-0.113403783	GA1
WT	1231	2021-01-10	50	12	27970	1554.581655	3623470.741	0.450341811	-0.190687611	-0.050310914	0.49845643	-0.015553387	0.735328698	-0.796084825	GA7
Delta	116	2021-07-25	20	28	63716	1511.691271	3439961.465	0.849322125	0.621198994	-0.424161062	0.223725914	0.129663507	0.171144366	-0.464509356	GA1
BA.2	50	2022-06-12	26	238	35337	13342.01099	1980952.278	0.686574071	-0.556798944	-0.075548559	-0.015051834	-0.029105611	0.894051131	0.374602247	GA8
Alpha	15	2020-12-27	7	14	3239	3034.420349	702034.8222	0.323505695	0.233984794	0.004260682	-0.175722061	-0.000411928	0.040115993	-0.070352721	GA0
BA.2	272	2023-01-22	58	1	2221	90.46293903	200918.1876	2.446286853	-1.584829244	0.570343228	-0.201659884	0.03701165	0.98789027	0.177843609	GA9
Alpha	319	2021-04-11	22	28	47122	2032.537096	3420614.752	0.376506807	0.173247385	0.009131283	-0.422400957	-0.0012763	0.48968684	-0.673252304	GA4
BA.2	1058	2022-03-06	12	12	50626	1621.964871	6842799.464	0.23186685	0.16587085	0.00164106	0.028376324	0.000311974	0.265115799	0.27846025	GA2
XBB	778	2023-05-14	33	3	7363	192.3213573	472020.7179	0.646322703	0.013253835	0.050758892	-0.017301898	0.00090695	0.62611683	1	GA6
XBB	1084	2022-12-04	10	1	2224	76.02873605	169087.909	0.608225737	0.154272523	-0.073041884	0.126306905	0.003126226	0.036487195	0.510676073	GA0
Delta	740	2021-08-15	23	3	86840	146.5838855	4243114.872	0.784242504	0.571976863	0.007451147	0.22290708	-0.000704018	0.283753123	1	GA2
BA.4/5	119	2022-10-09	26	11	28651	979.1040221	2550209.94	0.974701978	0.198700156	0.009621101	0.073520648	0.104974093	0.78911851	0.564064337	GA7
Delta	527	2021-08-29	25	25	95266	1162.614139	4430303.942	0.527138221	0.289954449	0.007443305	0.216388468	-0.000663047	0.365476009	-0.214060045	GA3
WT	1155	2020-11-08	41	18	17584	3846.810902	3757906.828	0.314333406	-0.163018505	-0.054863652	0.095093197	-0.002341945	0.43980667	-0.898708399	GA4
XBB	59	2023-01-01	14	30	2965	2962.33758	292777.6975	0.608080689	0.088368242	0.332641068	-5.417790784	0.011459831	0.090319274	-0.912786082	GA0
BA.2	222	2023-01-08	56	8	3642	717.2754903	326539.6669	1.454356319	-0.106677539	-0.065403354	-0.067328794	-0.124542984	0.983795554	-0.528157664	GA9
WT	1328	2021-01-03	49	3	20670	505.0024551	3479466.915	0.572037655	-0.027262681	-0.04998307	-0.368622188	-0.011349851	0.703897193	-0.239808344	GA7
Alpha	449	2021-04-18	23	3	50959	233.3869257	3964388.115	0.361291807	0.144767853	0.011519564	-0.006734909	-0.00157841	0.553729668	0.64477623	GA5
XBB	6	2023-10-22	56	769	7523	12521.79239	122498.627	1.368267015	0.401454199	0.645099582	0.034493535	0.1255746	0.912537819	0.331980997	GA9
BA.4/5	119	2022-12-25	37	11	10776	1058.682941	1037124.307	0.976910816	0.015694469	0.009822935	0.000522364	0.046417033	0.964353149	0.763524812	GA9
WT	99	2021-06-27	74	8	5019	586.4990058	367954.8137	1.80083564	0.673859967	-0.038809029	-0.005070515	0.069925535	0.977486644	-0.849421718	GA9
BA.4/5	4	2022-05-01	3	46	612	3512.273128	46728.50335	0.365575119	0.219293088	0.001899696	-0.153442608	-0.000350915	0.001558322	-0.496917333	G0
WT	1515	2020-08-23	30	2	6370	583.6416288	1858898.588	0.292419508	-0.000541248	-0.062258318	-0.405438261	-0.001045263	0.201065043	0.098252632	GA2
WT	11	2021-05-16	68	145	8203	14141.9884	800046.4193	2.90950482	0.26104297	0.98742914	0.782818561	0.073507602	0.950844628	1	GA9
Delta	251	2021-11-21	37	67	101413	2501.967411	3787045.09	0.597438329	0.244852526	0.006557253	-0.10871479	-0.001551228	0.749249206	0.493088398	GA7
XBB	36	2023-07-02	40	45	4140	1911.445973	175853.0296	0.962309753	-0.263723454	-0.214510259	0.057082455	-0.003251769	0.71582618	-0.369773837	GA7
WT	161	2020-04-19	12	7	7446	490.8706234	522146.0946	0.216885932	0.12502164	0.004620958	0.256052577	-0.000419851	0.018307172	0.114578718	GA0
XBB	91	2023-05-21	34	19	6748	1105.895578	392767.5453	0.647951583	-0.062903399	0.055077582	-0.037793237	0.001180221	0.646628465	0.627344073	GA6
Alpha	192	2021-04-04	21	3	48771	188.4429392	3063516.862	0.248321244	0.052593075	0.006858162	-0.356299923	-0.001192789	0.434398835	1	GA4
Alpha	492	2021-01-17	10	1	10697	122.4241373	1309570.997	0.449307453	0.31376562	-0.235736586	0.11461403	-0.000238166	0.094153292	1	GA0
WT	531	2021-04-25	65	22	12483	1946.180073	1104280.266	2.914046789	1.589704145	0.144209656	-0.030227987	0.15505564	0.925778448	-0.650830642	GA9
XBB	1132	2023-10-15	55	4	8698	65.80619237	143095.5653	2.180546042	-0.054354512	-0.173270729	-0.243150545	-0.045611892	0.905506399	-0.559187892	GA9
